Òptica / Óptica;Tipus Regulador / Tipo Regulador;Cod. Regulador;Cod. Encreuament / Cod. Cruce;Descripció / Descripción;OBJECTID;geo_shape;geo_point_2d
Led;;;1311;PRIMADO REIG - POETA ALTET - VTE.ZARAGOZA;117176;"{""coordinates"": [-0.36446439175339757, 39.485269070642865], ""type"": ""Point""}";39.485269070642865, -0.36446439175339757
Led;;;1312;BOTANICO CABANILLES - BACHILLER;117177;"{""coordinates"": [-0.3650724744120865, 39.481767460789854], ""type"": ""Point""}";39.481767460789854, -0.3650724744120865
Led;;;1313;PRIMADO REIG - BOTANICO CABANILLES;117178;"{""coordinates"": [-0.36382354152428553, 39.48434059465888], ""type"": ""Point""}";39.48434059465888, -0.36382354152428553
Led;;;1315;DOLORES MARQUES - ALBOCACER;117180;"{""coordinates"": [-0.36288872494137797, 39.486324282539336], ""type"": ""Point""}";39.486324282539336, -0.36288872494137797
Led;;;1319;DOLORES MARQUES - H. FADRIQUE FURIO;117184;"{""coordinates"": [-0.3600616904239336, 39.491861640013035], ""type"": ""Point""}";39.491861640013035, -0.3600616904239336
Hal1gena/Incandescencia;;;1321;ALBORAYA - COFRENTES;117186;"{""coordinates"": [-0.3680747996746435, 39.486342137834015], ""type"": ""Point""}";39.486342137834015, -0.3680747996746435
Led;;;1322;ALBORAYA - MOLINELL;117187;"{""coordinates"": [-0.36933766665777595, 39.484891855892066], ""type"": ""Point""}";39.484891855892066, -0.36933766665777595
Led;;;1323;ALBORAYA - CONVENTO CARMELITAS;117188;"{""coordinates"": [-0.3700913034760842, 39.4832157166005], ""type"": ""Point""}";39.4832157166005, -0.3700913034760842
Led;;;1326;JACA - GENARO LA HUERTA;117191;"{""coordinates"": [-0.3680136061894437, 39.48373280366864], ""type"": ""Point""}";39.48373280366864, -0.3680136061894437
Led;;;1402;AVDA. BLASCO IB CEZ - AVDA. CATALURA;117195;"{""coordinates"": [-0.35610026822841323, 39.47644723037201], ""type"": ""Point""}";39.47644723037201, -0.35610026822841323
Led;;;1410;ALAMEDA - MONFORTE - LLANO DEL REAL;117203;"{""coordinates"": [-0.3667882049930504, 39.476626849318464], ""type"": ""Point""}";39.476626849318464, -0.3667882049930504
Led;;;1418;ALAMEDA - MICER MASCO;117210;"{""coordinates"": [-0.36618708776828507, 39.47619909305711], ""type"": ""Point""}";39.47619909305711, -0.36618708776828507
Led;;;1419;PRIMADO REIG - CM DE VERA;117211;"{""coordinates"": [-0.3589021461239965, 39.481130458173084], ""type"": ""Point""}";39.481130458173084, -0.3589021461239965
Led;;;1422;PRIMADO REIG - GASCO OLIAG;117214;"{""coordinates"": [-0.3571218992075068, 39.47943201014116], ""type"": ""Point""}";39.47943201014116, -0.3571218992075068
Led;;;1426;ARAGON - ERNESTO FERRER;117218;"{""coordinates"": [-0.35704217886462747, 39.47239858693966], ""type"": ""Point""}";39.47239858693966, -0.35704217886462747
Led;;;1429;ARAGON - DR. JUAN REGLA;117221;"{""coordinates"": [-0.357245153894753, 39.47345407578737], ""type"": ""Point""}";39.47345407578737, -0.357245153894753
Led;;;1435;MICER MASCO - SEVERO OCHOA;117226;"{""coordinates"": [-0.3645367040386618, 39.47619780042888], ""type"": ""Point""}";39.47619780042888, -0.3645367040386618
Led;;;1510;CLARIANO - GORGOS;117236;"{""coordinates"": [-0.3517480916314917, 39.47645623294411], ""type"": ""Point""}";39.47645623294411, -0.3517480916314917
Led;;;1514;ALAMEDA - PALAU DE LA MSSICA;117240;"{""coordinates"": [-0.35974227968731776, 39.4665865137714], ""type"": ""Point""}";39.4665865137714, -0.35974227968731776
Led;;;1524;ARAGON - EOLO;117245;"{""coordinates"": [-0.357716377190355, 39.47116359138827], ""type"": ""Point""}";39.47116359138827, -0.357716377190355
Led;;;1526;CARDENAL BENLLOCH - VICENTE PALLARES;117247;"{""coordinates"": [-0.3533135465072519, 39.47399485060376], ""type"": ""Point""}";39.47399485060376, -0.3533135465072519
Led;;;1601;AVDA DEL PUERTO - INDUSTRIA;117250;"{""coordinates"": [-0.34425395829660665, 39.46332124743998], ""type"": ""Point""}";39.46332124743998, -0.34425395829660665
Led;;;0212;COLON - LAURIA;117252;"{""coordinates"": [-0.37202957032555484, 39.46919217203775], ""type"": ""Point""}";39.46919217203775, -0.37202957032555484
Led;;;0214;COLON - FELIX PIZCUETA;117254;"{""coordinates"": [-0.37359929049590446, 39.46807372195931], ""type"": ""Point""}";39.46807372195931, -0.37359929049590446
Led;;;0219;PL. DE AMERICA;117257;"{""coordinates"": [-0.3652765354953416, 39.46982483059487], ""type"": ""Point""}";39.46982483059487, -0.3652765354953416
Led;;;0220;PINTOR SOROLLA - PINTOR ROMAGOSA;117258;"{""coordinates"": [-0.3724884911287183, 39.471396189815444], ""type"": ""Point""}";39.471396189815444, -0.3724884911287183
Led;;;0230;TORRES DE SERRANOS;117263;"{""coordinates"": [-0.3748844222741035, 39.47927546134777], ""type"": ""Point""}";39.47927546134777, -0.3748844222741035
Led;;;0320;PL. DE LANDETE;117267;"{""coordinates"": [-0.37211970795217963, 39.46355506434018], ""type"": ""Point""}";39.46355506434018, -0.37211970795217963
Led;;;0322;CONDE ALTEA - JOAQUIN COSTA;117269;"{""coordinates"": [-0.3674922184889771, 39.466322067611095], ""type"": ""Point""}";39.466322067611095, -0.3674922184889771
Led;;;0401;JACINTO BENAVENTE - REINA DONA GERMANA;117274;"{""coordinates"": [-0.36228778891272223, 39.4652974145575], ""type"": ""Point""}";39.4652974145575, -0.36228778891272223
Led;;;0403;JACINTO BENAVENTE - PERIS Y VALERO;117276;"{""coordinates"": [-0.36120494144437737, 39.463396122349096], ""type"": ""Point""}";39.463396122349096, -0.36120494144437737
Led;;;0407;JACINTO BENAVENTE - OP.MESTRE RACIONAL;117279;"{""coordinates"": [-0.3612044267228588, 39.46452301942678], ""type"": ""Point""}";39.46452301942678, -0.3612044267228588
Led;;;0410;MESTRE RACIONAL - SALAMANCA;117282;"{""coordinates"": [-0.36249655373291195, 39.463902998339556], ""type"": ""Point""}";39.463902998339556, -0.36249655373291195
Led;;;0413;PERIS Y VALERO - ALEJANDRO VI;117284;"{""coordinates"": [-0.36440835349358935, 39.461915879840355], ""type"": ""Point""}";39.461915879840355, -0.36440835349358935
Led;;;0417;REINO DE VALENCIA - CISCAR;117287;"{""coordinates"": [-0.3634099218569256, 39.4626203322381], ""type"": ""Point""}";39.4626203322381, -0.3634099218569256
Led;;;0418;REINO DE VALENCIA - ALMIRANTE CADARSO;117288;"{""coordinates"": [-0.36676241616774824, 39.46371820902259], ""type"": ""Point""}";39.46371820902259, -0.36676241616774824
Led;;;0419;REINO DE VALENCIA - BURRIANA;117289;"{""coordinates"": [-0.36923087479625516, 39.463891137919504], ""type"": ""Point""}";39.463891137919504, -0.36923087479625516
Led;;;0425;PEDRO ALEIXANDRE - LUIS OLIAG;117295;"{""coordinates"": [-0.3635718007770932, 39.46069071834377], ""type"": ""Point""}";39.46069071834377, -0.3635718007770932
Led;;;0428;JACINTO BENAVENTE - BURRIANA;117298;"{""coordinates"": [-0.3629479211461123, 39.46697839006079], ""type"": ""Point""}";39.46697839006079, -0.3629479211461123
Led;;;0506;PERIS Y VALERO - PINTOR SALVADOR ABRIL;117304;"{""coordinates"": [-0.36854050829014906, 39.4601593795202], ""type"": ""Point""}";39.4601593795202, -0.36854050829014906
Led;;;0508;PERIS Y VALERO - LUIS SANTANGEL;117306;"{""coordinates"": [-0.3662382283528701, 39.46116125664425], ""type"": ""Point""}";39.46116125664425, -0.3662382283528701
Led;;;0518;LOS CENTELLES - FILIPINAS;117316;"{""coordinates"": [-0.3762713182098224, 39.45805511699393], ""type"": ""Point""}";39.45805511699393, -0.3762713182098224
Led;;;0523;FILIPINAS - LITERATO AZORIN;117318;"{""coordinates"": [-0.377034935744185, 39.45902737769571], ""type"": ""Point""}";39.45902737769571, -0.377034935744185
Led;;;0525;Ce SAN LUIS - ORGANISTA PLASENCIA;117319;"{""coordinates"": [-0.37169442618138077, 39.45801602435544], ""type"": ""Point""}";39.45801602435544, -0.37169442618138077
Led;;;0526;ZAPADORES - ORGANISTA PLASENCIA;117320;"{""coordinates"": [-0.3688008034627173, 39.45892331977939], ""type"": ""Point""}";39.45892331977939, -0.3688008034627173
Led;;;0529;Ce SAN LUIS - DOCTOR WAKSMAN;117322;"{""coordinates"": [-0.37149631171748676, 39.45628293405424], ""type"": ""Point""}";39.45628293405424, -0.37149631171748676
Led;;;0530;Ce SAN LUIS - BERNIA;117323;"{""coordinates"": [-0.37162461776376965, 39.454831273541835], ""type"": ""Point""}";39.454831273541835, -0.37162461776376965
Led;;;0531;DR. WAKSMAN - FUENTE LA HIGUERA;117324;"{""coordinates"": [-0.3729820477185729, 39.45621860064187], ""type"": ""Point""}";39.45621860064187, -0.3729820477185729
Led;;;0532;AUSIAS MARCH - AMPARO ITURBI;117325;"{""coordinates"": [-0.37451313888038396, 39.45573906564117], ""type"": ""Point""}";39.45573906564117, -0.37451313888038396
Led;;;0534;BUENOS AIRES  - FILIPINAS;117326;"{""coordinates"": [-0.3786817557216735, 39.460840530511966], ""type"": ""Point""}";39.460840530511966, -0.3786817557216735
Led;;;0535;LOS CENTELLES - FRANCISCO SEMPERE;117327;"{""coordinates"": [-0.3706462112547367, 39.460166588993], ""type"": ""Point""}";39.460166588993, -0.3706462112547367
Led;;;0602;SAN VICENTE - DOLORES ALCAIDE;117329;"{""coordinates"": [-0.3836633721081146, 39.456376032736046], ""type"": ""Point""}";39.456376032736046, -0.3836633721081146
Led;;;0604;SAN VICENTE - ROIG DE CORELLA;117331;"{""coordinates"": [-0.3831070664299644, 39.4597722660608], ""type"": ""Point""}";39.4597722660608, -0.3831070664299644
Led;;;0608;ALBACETE - MAESTRO SOSA;117335;"{""coordinates"": [-0.38504595809123526, 39.46190018828362], ""type"": ""Point""}";39.46190018828362, -0.38504595809123526
Led;;;0614;GIORGETA - ALBACETE;117341;"{""coordinates"": [-0.38560261326152334, 39.46117488949143], ""type"": ""Point""}";39.46117488949143, -0.38560261326152334
Led;;;0615;GIORGETA - ROIG DE CORELLA;117342;"{""coordinates"": [-0.3843817169295414, 39.45936313137394], ""type"": ""Point""}";39.45936313137394, -0.3843817169295414
Led;;;0617;GIORGETA  - URUGUAY;117343;"{""coordinates"": [-0.38564347237149016, 39.46042807642282], ""type"": ""Point""}";39.46042807642282, -0.38564347237149016
Led;;;0705;ARCHIDUQUE CARLOS - PUEBLA DE VALVERDE;117348;"{""coordinates"": [-0.40127246317474674, 39.45943898401465], ""type"": ""Point""}";39.45943898401465, -0.40127246317474674
Led;;;0706;FONTANARES - VICENTE CLAVELL;117349;"{""coordinates"": [-0.396215836317967, 39.461581439189246], ""type"": ""Point""}";39.461581439189246, -0.396215836317967
Led;;;0710;TRES FORQUES - ENGUERA - AYORA;117353;"{""coordinates"": [-0.39350001364329984, 39.46396618898941], ""type"": ""Point""}";39.46396618898941, -0.39350001364329984
Led;;;0713;TRES FORQUES - CERAMISTA ROS;117356;"{""coordinates"": [-0.4033099792049721, 39.46380201450532], ""type"": ""Point""}";39.46380201450532, -0.4033099792049721
Led;;;0714;TRES FORQUES - CHIVA;117357;"{""coordinates"": [-0.3898315958003124, 39.46411331097028], ""type"": ""Point""}";39.46411331097028, -0.3898315958003124
Led;;;0716;AYORA - MARIANO RIBERA;117358;"{""coordinates"": [-0.3930414392618072, 39.46499534175507], ""type"": ""Point""}";39.46499534175507, -0.3930414392618072
Led;;;0803;PEREZ GALDOS - ANGEL GUIMERA;117362;"{""coordinates"": [-0.39122198628449134, 39.468962808712526], ""type"": ""Point""}";39.468962808712526, -0.39122198628449134
Led;;;0810;PEREZ GALDOS - CUENCA;117367;"{""coordinates"": [-0.38769088081339703, 39.46439547519669], ""type"": ""Point""}";39.46439547519669, -0.38769088081339703
Led;;;0812;AVDA. DEL CID - AYORA;117369;"{""coordinates"": [-0.39157296593129504, 39.467075591453884], ""type"": ""Point""}";39.467075591453884, -0.39157296593129504
Led;;;0820;QUART - TERUEL;117377;"{""coordinates"": [-0.39166859455812403, 39.474312269044994], ""type"": ""Point""}";39.474312269044994, -0.39166859455812403
Led;;;0824;PALLETER - ANGEL GUIMERA;117380;"{""coordinates"": [-0.3872492342345945, 39.4700696595439], ""type"": ""Point""}";39.4700696595439, -0.3872492342345945
Led;;;0910;PL. DE ARTURO PIERA;117386;"{""coordinates"": [-0.39479918530915564, 39.469908893523126], ""type"": ""Point""}";39.469908893523126, -0.39479918530915564
Led;;;0914;CONTROLADOR DE PANEL - 9 D'OCTUBRE - PINTOR STOLZ;117390;"{""coordinates"": [-0.4050748659640836, 39.47033725925425], ""type"": ""Point""}";39.47033725925425, -0.4050748659640836
Led;;;0923;AVDA. DEL CID - TOTANA;117398;"{""coordinates"": [-0.3950230742592305, 39.46804863519986], ""type"": ""Point""}";39.46804863519986, -0.3950230742592305
Led;;;0930;AVDA. DEL CID - SURERES;117403;"{""coordinates"": [-0.41275040838554, 39.46956985165191], ""type"": ""Point""}";39.46956985165191, -0.41275040838554
Led;;;1001;BURJASOT - GREGORIO GEA;117406;"{""coordinates"": [-0.38360500039130957, 39.483817438203104], ""type"": ""Point""}";39.483817438203104, -0.38360500039130957
Led;;;1002;BURJASOT - REUS;117407;"{""coordinates"": [-0.3848296467895337, 39.484928042967276], ""type"": ""Point""}";39.484928042967276, -0.3848296467895337
Led;;;1003;AVDA BURJASOT - DR.MACHI;117408;"{""coordinates"": [-0.38604592785308706, 39.48589367559228], ""type"": ""Point""}";39.48589367559228, -0.38604592785308706
Led;;;1007;JOAQUIN BALLESTER - PERIODISTA A.CALDERON;117412;"{""coordinates"": [-0.38778186805347886, 39.48381789864161], ""type"": ""Point""}";39.48381789864161, -0.38778186805347886
Led;;;1012;MENENDEZ PIDAL - PIO XII;117417;"{""coordinates"": [-0.3913524366703791, 39.47863795974102], ""type"": ""Point""}";39.47863795974102, -0.3913524366703791
Led;;;1014;AVDA. CAMPANAR - LA FE;117418;"{""coordinates"": [-0.39198952604718845, 39.483806467583904], ""type"": ""Point""}";39.483806467583904, -0.39198952604718845
Led;;;1017;AVDA DE CAMPANAR - NICASIO BENLLOCH;117420;"{""coordinates"": [-0.38935543100700837, 39.48829153521941], ""type"": ""Point""}";39.48829153521941, -0.38935543100700837
Led;;;1020;DR. PESET ALEIXANDRE - JOSE GROLLO;117421;"{""coordinates"": [-0.38779432180148543, 39.48887283235061], ""type"": ""Point""}";39.48887283235061, -0.38779432180148543
Led;;;1023;PADRE FERRIS - JOAQUIN BALLESTER;117424;"{""coordinates"": [-0.38571315536431106, 39.48460072476348], ""type"": ""Point""}";39.48460072476348, -0.38571315536431106
Led;;;3407;AV. DEL PROFESSOR LNPEZ PIEERO - ANTONIO FERRANDIS;117428;"{""coordinates"": [-0.352825386590336, 39.45266591195023], ""type"": ""Point""}";39.45266591195023, -0.352825386590336
Led;;;3408;AV. DEL PROFESSOR LNPEZ PIEERO - CINEASTA RICARDO MUPOZ SUAY;117429;"{""coordinates"": [-0.3542574113268344, 39.454478115544106], ""type"": ""Point""}";39.454478115544106, -0.3542574113268344
Led;;;3410;ANTONIO FERRANDIS - CARRERA  EN CORTS;117431;"{""coordinates"": [-0.3614552189092518, 39.44945988636539], ""type"": ""Point""}";39.44945988636539, -0.3614552189092518
Led;;;3411;ANTONIO FERRANDIS - BOMBERO RAMON DUARTE;117432;"{""coordinates"": [-0.36241442282404135, 39.44905112732011], ""type"": ""Point""}";39.44905112732011, -0.36241442282404135
Led;;;3413;EDUARDO PRIMO YUFERA - JESUS MORANTE Y BORRAS;117434;"{""coordinates"": [-0.3453788850705255, 39.45177311268777], ""type"": ""Point""}";39.45177311268777, -0.3453788850705255
Led;;;3504;TRES CRUCES - HOSTALERS;117438;"{""coordinates"": [-0.40429173384561007, 39.46045625922152], ""type"": ""Point""}";39.46045625922152, -0.40429173384561007
Led;;;3505;TRES CRUCES - OP. TORRENTE;117439;"{""coordinates"": [-0.4050120286189137, 39.461632954232186], ""type"": ""Point""}";39.461632954232186, -0.4050120286189137
Hal6gena/Incandescencia;;;3506;CONTROLADOR DE PANEL - TRES CRUCES - TORRENTE (BUS);117440;"{""coordinates"": [-0.40473946115467585, 39.461586868654834], ""type"": ""Point""}";39.461586868654834, -0.40473946115467585
Led;;;3507;TRES CRUCES - TORRENTE;117441;"{""coordinates"": [-0.40429007089785585, 39.46153593243593], ""type"": ""Point""}";39.46153593243593, -0.40429007089785585
Led;;;3508;TRES FORQUES - TRES CRUCES GASOLINERA;117442;"{""coordinates"": [-0.405934146775293, 39.46399746183311], ""type"": ""Point""}";39.46399746183311, -0.405934146775293
Led;;;3509;TRES CRUCES - HABANA;117443;"{""coordinates"": [-0.4063562421602, 39.46518731160488], ""type"": ""Point""}";39.46518731160488, -0.4063562421602
Led;;;3517;TRES FORQUES - HISTORIADOR PEDRO SUCIAS;117451;"{""coordinates"": [-0.40773074155720296, 39.46352791868479], ""type"": ""Point""}";39.46352791868479, -0.40773074155720296
Led;;;3519;TRES FORQUES - PL. COLONIA ESPAEOLA MUJICO (OESTE);117453;"{""coordinates"": [-0.4084432351989895, 39.463498584375664], ""type"": ""Point""}";39.463498584375664, -0.4084432351989895
Led;;;3520;TRES FORQUES - OP. LLANTERNERS;117454;"{""coordinates"": [-0.4090054186389118, 39.46347012889653], ""type"": ""Point""}";39.46347012889653, -0.4090054186389118
Led;;;3522;TRES FORQUES - PL. COLONIA ESPAEOLA MUJICO (ESTE);117456;"{""coordinates"": [-0.4102557026004927, 39.46338998009723], ""type"": ""Point""}";39.46338998009723, -0.4102557026004927
Led;;;3523;TRES FORQUES - OP. PL. COLONIA ESPA OLA MOJICO;117457;"{""coordinates"": [-0.40998989919505047, 39.463057846239195], ""type"": ""Point""}";39.463057846239195, -0.40998989919505047
Led;;;3525;TRES FORQUES - GREMITS;117459;"{""coordinates"": [-0.41196017346455677, 39.46298714572558], ""type"": ""Point""}";39.46298714572558, -0.41196017346455677
Led;;;3526;TRES FORQUES - CENTRO COMERCIAL GRAN TURIA;117460;"{""coordinates"": [-0.4128306698409916, 39.463329404667924], ""type"": ""Point""}";39.463329404667924, -0.4128306698409916
Led;;;3602;AVDA. PIO BAROJA - PP. OPUESTO CARREFOUR;117464;"{""coordinates"": [-0.40658777100043986, 39.47637578021997], ""type"": ""Point""}";39.47637578021997, -0.40658777100043986
Led;;;3603;AVDA. PIO BAROJA - PP. CARREFOUR;117465;"{""coordinates"": [-0.4059463592402751, 39.47636876124136], ""type"": ""Point""}";39.47636876124136, -0.4059463592402751
Led;;;3605;VALLE DE LA BALLESTERA - TAMARINDOS;117467;"{""coordinates"": [-0.40242296313837206, 39.47868343120026], ""type"": ""Point""}";39.47868343120026, -0.40242296313837206
Led;;;3608;VALLE DE LA BALLESTERA - CASTIELFABIB;117470;"{""coordinates"": [-0.39675880897081445, 39.479538641892034], ""type"": ""Point""}";39.479538641892034, -0.39675880897081445
Led;;;3611;MESTRE RODRIGO - ESCULPTOR MIQUEL NAVARRO;117473;"{""coordinates"": [-0.3999731699426992, 39.48058274745618], ""type"": ""Point""}";39.48058274745618, -0.3999731699426992
Led;;;3613;CASTIELFABIB - MARQUES DE SAN JUAN;117475;"{""coordinates"": [-0.3959031498367591, 39.47839372880221], ""type"": ""Point""}";39.47839372880221, -0.3959031498367591
Led;;;3614;CAMPANAR - MARQUES DE SAN JUAN;117476;"{""coordinates"": [-0.39445922379163517, 39.47852469216973], ""type"": ""Point""}";39.47852469216973, -0.39445922379163517
Led;;;3618;MANUEL DE FALLA - PL. PROFESOR LOPEZ IBOR;117479;"{""coordinates"": [-0.4008542896116988, 39.47540932358603], ""type"": ""Point""}";39.47540932358603, -0.4008542896116988
Led;;;3619;MANUEL DE FALLA - DE LOS TAMARINDOS;117480;"{""coordinates"": [-0.40219707986689807, 39.47514214776577], ""type"": ""Point""}";39.47514214776577, -0.40219707986689807
Hal2gena/Incandescencia;;;3702;PEDRO CABANES - SANTO DOMINGO SAVIO;117483;"{""coordinates"": [-0.3751903880062294, 39.49500484713744], ""type"": ""Point""}";39.49500484713744, -0.3751903880062294
Hal4gena/Incandescencia;;;3704;PINTOR JACOMART - CONDE DE TORREFIEL;117485;"{""coordinates"": [-0.3770738655441743, 39.496540313084616], ""type"": ""Point""}";39.496540313084616, -0.3770738655441743
