Òptica / Óptica;Tipus Regulador / Tipo Regulador;Cod. Regulador;Cod. Encreuament / Cod. Cruce;Descripció / Descripción;OBJECTID;geo_shape;geo_point_2d
Led;;;0511;MATIAS PERELLO - LUIS SANTANGEL;117309;"{""coordinates"": [-0.3669152346445762, 39.46204810802157], ""type"": ""Point""}";39.46204810802157, -0.3669152346445762
Led;;;0514;LOS CENTELLES - MAESTRO AGUILAR;117312;"{""coordinates"": [-0.3697745354648685, 39.46047019057889], ""type"": ""Point""}";39.46047019057889, -0.3697745354648685
Led;;;0516;LOS CENTELLES - SUECA;117314;"{""coordinates"": [-0.37322171140228827, 39.458890354670714], ""type"": ""Point""}";39.458890354670714, -0.37322171140228827
Led;;;0517;LOS CENTELLES - CUBA;117315;"{""coordinates"": [-0.3746429924096996, 39.4587737340921], ""type"": ""Point""}";39.4587737340921, -0.3746429924096996
Led;;;0520;GENERAL URRUTIA - LUIS OLIAG;117317;"{""coordinates"": [-0.3653648780455166, 39.45989734675801], ""type"": ""Point""}";39.45989734675801, -0.3653648780455166
Led;;;0536;DR WASKMAN - RUBEN VELA;117328;"{""coordinates"": [-0.37413950917895844, 39.4564349335478], ""type"": ""Point""}";39.4564349335478, -0.37413950917895844
Led;;;0603;SAN VICENTE - GIORGETA;117330;"{""coordinates"": [-0.38339026334515264, 39.45731004515444], ""type"": ""Point""}";39.45731004515444, -0.38339026334515264
Led;;;0607;SAN VICENTE - DR. GIL Y MORTE;117334;"{""coordinates"": [-0.3823216525597517, 39.46183147111613], ""type"": ""Point""}";39.46183147111613, -0.3823216525597517
Led;;;0611;JESUS - MALUQUER;117338;"{""coordinates"": [-0.38573116859983675, 39.463710701133216], ""type"": ""Point""}";39.463710701133216, -0.38573116859983675
Led;;;0701;ARCHIDUQUE CARLOS - TRES FORQUES;117344;"{""coordinates"": [-0.39594088257010845, 39.46386523420496], ""type"": ""Point""}";39.46386523420496, -0.39594088257010845
Led;;;0703;ARCHIDUQUE CARLOS - VIRGEN DE LA CABEZA;117346;"{""coordinates"": [-0.3986618697663846, 39.46177630207032], ""type"": ""Point""}";39.46177630207032, -0.3986618697663846
Led;;;0704;ARCHIDUQUE CARLOS - FRAY JUNIPERO SERRA;117347;"{""coordinates"": [-0.3998643735887543, 39.460637827896484], ""type"": ""Point""}";39.460637827896484, -0.3998643735887543
Led;;;0707;FONTANARES - HUMANISTA MARINER;117350;"{""coordinates"": [-0.3942437913979968, 39.46032681365246], ""type"": ""Point""}";39.46032681365246, -0.3942437913979968
Led;;;0711;TRES FORQUES - H. VIRGEN DE LA CABEZA;117354;"{""coordinates"": [-0.3996311642966889, 39.46396056551117], ""type"": ""Point""}";39.46396056551117, -0.3996311642966889
Led;;;0717;ARCHIDUQUE CARLOS - ENGUERA;117359;"{""coordinates"": [-0.39461911786401455, 39.46507243236457], ""type"": ""Point""}";39.46507243236457, -0.39461911786401455
Led;;;0802;PEREZ GALDOS - HEROE ROMEU;117361;"{""coordinates"": [-0.3906504004835655, 39.4681654882296], ""type"": ""Point""}";39.4681654882296, -0.3906504004835655
Led;;;0806;PEREZ GALDOS - MAESTRO GUERRERO;117364;"{""coordinates"": [-0.39399352806547266, 39.472818065845175], ""type"": ""Point""}";39.472818065845175, -0.39399352806547266
Led;;;0809;PEREZ GALDOS - PA DE LA PECHINA;117366;"{""coordinates"": [-0.3956033902829373, 39.47504681231069], ""type"": ""Point""}";39.47504681231069, -0.3956033902829373
Led;;;0813;SAN JOSE DE CALASANZ - ALBERIQUE;117370;"{""coordinates"": [-0.38831333348500363, 39.46683590047035], ""type"": ""Point""}";39.46683590047035, -0.38831333348500363
Led;;;0817;ANGEL GUIMERA - ALBERIQUE;117374;"{""coordinates"": [-0.389819804953278, 39.46924447021569], ""type"": ""Point""}";39.46924447021569, -0.389819804953278
Led;;;0819;JUAN LLORENS - AZCARRAGA;117376;"{""coordinates"": [-0.3916162925296617, 39.473811286117765], ""type"": ""Point""}";39.473811286117765, -0.3916162925296617
Led;;;0825;Pe PECHINA - TERUEL;117381;"{""coordinates"": [-0.39323115200491265, 39.47611639136471], ""type"": ""Point""}";39.47611639136471, -0.39323115200491265
Led;;;0826;Pe PECHINA - NORTE;117382;"{""coordinates"": [-0.3915888150238674, 39.476832765483955], ""type"": ""Point""}";39.476832765483955, -0.3915888150238674
Led;;;0905;AVDA. DEL CID - ALEJANDRO VOLTA;117385;"{""coordinates"": [-0.4156953378087535, 39.46905097251522], ""type"": ""Point""}";39.46905097251522, -0.4156953378087535
Led;;;0912;FERRANDIS LUNA - COLEGIO;117388;"{""coordinates"": [-0.3958600270944731, 39.47030221215129], ""type"": ""Point""}";39.47030221215129, -0.3958600270944731
Led;;;0917;BRASIL - TORRES;117392;"{""coordinates"": [-0.3991149415828709, 39.47196525240664], ""type"": ""Point""}";39.47196525240664, -0.3991149415828709
Led;;;0921;Pe PECHINA - TORRES;117396;"{""coordinates"": [-0.3991250633745884, 39.47420804582012], ""type"": ""Point""}";39.47420804582012, -0.3991250633745884
Led;;;0927;AVDA. DEL CID - PIO X;117401;"{""coordinates"": [-0.4174009089597874, 39.46963311236405], ""type"": ""Point""}";39.46963311236405, -0.4174009089597874
Led;;;0929;LINARES - NICOLAS ESTEBANEZ;117402;"{""coordinates"": [-0.3931349635907084, 39.468644662353164], ""type"": ""Point""}";39.468644662353164, -0.3931349635907084
Led;;;0932;ESTEBAN PERNET - MISERICORDIA;117404;"{""coordinates"": [-0.4099210181666068, 39.46723650763914], ""type"": ""Point""}";39.46723650763914, -0.4099210181666068
Hal6gena/Incandescencia;;;0936;;117405;"{""coordinates"": [-0.4050747598632929, 39.47033698661999], ""type"": ""Point""}";39.47033698661999, -0.4050747598632929
Led;;;1004;AVDA. BURJASOT - SAN PANCRACIO;117409;"{""coordinates"": [-0.38781709522244656, 39.48714365638538], ""type"": ""Point""}";39.48714365638538, -0.38781709522244656
Led;;;1008;MAURO GUILLEM - PADRE FERRIS;117413;"{""coordinates"": [-0.38426918878421834, 39.4818354121648], ""type"": ""Point""}";39.4818354121648, -0.38426918878421834
Led;;;1010;MENENDEZ PIDAL - BELTRAN BAGUENA;117415;"{""coordinates"": [-0.38837019997811223, 39.47993634860096], ""type"": ""Point""}";39.47993634860096, -0.38837019997811223
Led;;;1011;JOAQUIN BALLESTER - BELTRAN BAGUENA;117416;"{""coordinates"": [-0.39024904883255307, 39.482454088527035], ""type"": ""Point""}";39.482454088527035, -0.39024904883255307
Led;;;1016;CAMPANAR - CONCHITA PIQUER;117419;"{""coordinates"": [-0.3907668820195836, 39.486376617376564], ""type"": ""Point""}";39.486376617376564, -0.3907668820195836
Led;;;1022;DR. PESET ALEIXANDRE - MONTDUVER;117423;"{""coordinates"": [-0.3866356191204801, 39.48940045814876], ""type"": ""Point""}";39.48940045814876, -0.3866356191204801
Led;;;3404;RICARDO MUROZ SUAY - GENERAL URRUTIA;117425;"{""coordinates"": [-0.35972143334033274, 39.452140179386966], ""type"": ""Point""}";39.452140179386966, -0.35972143334033274
Led;;;3405;GENERAL URRUTIA - ANTONIO FERRANDIS;117426;"{""coordinates"": [-0.35915323296393586, 39.45045478705869], ""type"": ""Point""}";39.45045478705869, -0.35915323296393586
Led;;;3406;ACTOR ANTONIO FERRANDIS - ESCULTOR RAFAEL FERRERES;117427;"{""coordinates"": [-0.3571700842214263, 39.45081582593525], ""type"": ""Point""}";39.45081582593525, -0.3571700842214263
Led;;;3501;TRES CRUCES - ARGENTERS;117435;"{""coordinates"": [-0.40355614274627444, 39.45925399330594], ""type"": ""Point""}";39.45925399330594, -0.40355614274627444
Hal3gena/Incandescencia;;;3503;CONTROLADOR DE PANEL - TRES CRUCES - DR. PEREZ FELIU (BUS);117437;"{""coordinates"": [-0.4038470338846617, 39.46037002134382], ""type"": ""Point""}";39.46037002134382, -0.4038470338846617
Led;;;3510;TRES CRUCES - REY SAUD;117444;"{""coordinates"": [-0.4063974631073319, 39.46580164377244], ""type"": ""Point""}";39.46580164377244, -0.4063974631073319
Led;;;3512;TRES CRUCES - ESTEBAN PERNET;117446;"{""coordinates"": [-0.406597489824273, 39.467547697227396], ""type"": ""Point""}";39.467547697227396, -0.406597489824273
Led;;;3513;TRES CRUCES - MUSICO AYLLON;117447;"{""coordinates"": [-0.40548616446923297, 39.46705479267791], ""type"": ""Point""}";39.46705479267791, -0.40548616446923297
Led;;;3514;TRES CRUCES - HOSPITAL GENERAL;117448;"{""coordinates"": [-0.4065892782331058, 39.468504072806866], ""type"": ""Point""}";39.468504072806866, -0.4065892782331058
Led;;;3515;TRES CRUCES - ANGEL DE ALCAZAR;117449;"{""coordinates"": [-0.405434862017143, 39.46888253200901], ""type"": ""Point""}";39.46888253200901, -0.405434862017143
Led;;;3521;TRES FORQUES - LLANTERNERS;117455;"{""coordinates"": [-0.40896308530351755, 39.46310441672574], ""type"": ""Point""}";39.46310441672574, -0.40896308530351755
Led;;;3527;TRES FORQUES - APARCAMIENTO CENTRO COMERCIAL GRAN TURIA;117461;"{""coordinates"": [-0.4146763781626515, 39.463204804792866], ""type"": ""Point""}";39.463204804792866, -0.4146763781626515
Led;;;3601;AVDA. PIO BAROJA - MANUEL DE FALLA;117463;"{""coordinates"": [-0.40565015341919336, 39.474961816106955], ""type"": ""Point""}";39.474961816106955, -0.40565015341919336
Led;;;3612;MAESTRO RODRIGO - MARQUES DE SAN JUAN;117474;"{""coordinates"": [-0.39801966667101746, 39.477867187473734], ""type"": ""Point""}";39.477867187473734, -0.39801966667101746
Led;;;3615;CAMPANAR - TIRSO DE MOLINA;117477;"{""coordinates"": [-0.3949319760726875, 39.47759432060542], ""type"": ""Point""}";39.47759432060542, -0.3949319760726875
Led;;;3616;PTE. DE CAMPANAR - TIRSO DE MOLINA;117478;"{""coordinates"": [-0.3967609270277675, 39.47665208456466], ""type"": ""Point""}";39.47665208456466, -0.3967609270277675
Hal9gena/Incandescencia;;;3709;MARQUES DE MONTORTAL - PEDRO CABANES;117490;"{""coordinates"": [-0.37575545442721164, 39.49490373999833], ""type"": ""Point""}";39.49490373999833, -0.37575545442721164
Hal4gena/Incandescencia;;;3714;CONSTITUCION - SANTIAGO RUSIAOL;117494;"{""coordinates"": [-0.3707365064322349, 39.49737533932188], ""type"": ""Point""}";39.49737533932188, -0.3707365064322349
Led;;;3715;CONSTITUCION - SAN MIGUEL DE LOS REYES;117495;"{""coordinates"": [-0.3700874093343542, 39.4994820304137], ""type"": ""Point""}";39.4994820304137, -0.3700874093343542
Hal7gena/Incandescencia;;;3717;SAN JUAN BOSCO - SANTIAGO RUSINOL;117497;"{""coordinates"": [-0.3696909905660199, 39.497009703216584], ""type"": ""Point""}";39.497009703216584, -0.3696909905660199
Hal0gena/Incandescencia;;;3720;SAN JUAN BOSCO - AGUSTIN LARA;117500;"{""coordinates"": [-0.37166031337587485, 39.493766160863814], ""type"": ""Point""}";39.493766160863814, -0.37166031337587485
Hal2gena/Incandescencia;;;3722;PADRE VIrAS - DUQUE DE MANDAS;117502;"{""coordinates"": [-0.37016062888866963, 39.49442274886145], ""type"": ""Point""}";39.49442274886145, -0.37016062888866963
Hal9gena/Incandescencia;;;1809;MUSICO GINES - POETA MAS Y ROS (ESTE);117507;"{""coordinates"": [-0.34369327539279915, 39.468982688665115], ""type"": ""Point""}";39.468982688665115, -0.34369327539279915
Led;;;1810;BLASCO IBAEEZ - ACTRIZ ENCARNA MASEZ;117508;"{""coordinates"": [-0.34606991056145364, 39.47294678824685], ""type"": ""Point""}";39.47294678824685, -0.34606991056145364
Led;;;1811;BLASCO IBAEEZ - OP. ENCARNA MA EZ;117509;"{""coordinates"": [-0.34572136158189243, 39.47374024603198], ""type"": ""Point""}";39.47374024603198, -0.34572136158189243
Led;;;1812;BLASCO IBAEEZ - IMPRESOR LAMBERT;117510;"{""coordinates"": [-0.3446825801546161, 39.47252582809638], ""type"": ""Point""}";39.47252582809638, -0.3446825801546161
Led;;;1813;BLASCO IBAEEZ - OP. IMPRESOR LAMBERT;117511;"{""coordinates"": [-0.34416463849211687, 39.473273970117575], ""type"": ""Point""}";39.473273970117575, -0.34416463849211687
Led;;;1817;BLASCO IBAEEZ - OP. INGENIERO JANINI;117515;"{""coordinates"": [-0.3397846096771458, 39.47198787353647], ""type"": ""Point""}";39.47198787353647, -0.3397846096771458
Led;;;1818;BLASCO IBAEEZ - JOSE MARIA HARO (SUR);117516;"{""coordinates"": [-0.33793742983098446, 39.47061191907933], ""type"": ""Point""}";39.47061191907933, -0.33793742983098446
Hal2gena/Incandescencia;;;1822;L'ALGUER - POETA CABRELLES;117520;"{""coordinates"": [-0.3412093971757037, 39.47056682960815], ""type"": ""Point""}";39.47056682960815, -0.3412093971757037
Hal3gena/Incandescencia;;;1823;L'ALGUER - MUSICO GINES;117521;"{""coordinates"": [-0.34252924143653274, 39.47100331402916], ""type"": ""Point""}";39.47100331402916, -0.34252924143653274
Hal8gena/Incandescencia;;;1828;JOSE M. HARO - PEDRO DE VALENCIA;117525;"{""coordinates"": [-0.3387943223705225, 39.46876078928953], ""type"": ""Point""}";39.46876078928953, -0.3387943223705225
Led;;;1901;JAIME BELTRAN - URUGUAY;117527;"{""coordinates"": [-0.38709910982686424, 39.45717880642355], ""type"": ""Point""}";39.45717880642355, -0.38709910982686424
Led;;;1906;GASPAR AGUILAR - AGUSTINA DE ARAGON;117532;"{""coordinates"": [-0.3904252806815958, 39.456126262418586], ""type"": ""Point""}";39.456126262418586, -0.3904252806815958
Led;;;1907;GASPAR AGUILAR - MONTESA;117533;"{""coordinates"": [-0.39174915462863236, 39.454520515787365], ""type"": ""Point""}";39.454520515787365, -0.39174915462863236
Led;;;1910;FONTANARES - JACINTO LABAILA;117536;"{""coordinates"": [-0.39208771664962383, 39.45796462385242], ""type"": ""Point""}";39.45796462385242, -0.39208771664962383
Led;;;1913;CARTEROS - LLANERA DE RANES;117538;"{""coordinates"": [-0.38835736740380616, 39.453227976559155], ""type"": ""Point""}";39.453227976559155, -0.38835736740380616
Led;;;2001;AVDA. DE LOS NARANJOS - RAMON LLULL;117544;"{""coordinates"": [-0.3457543559845659, 39.47993027866458], ""type"": ""Point""}";39.47993027866458, -0.3457543559845659
Hal9gena/Incandescencia;;;2019;JUSTO Y PASTOR - ABEN AL ABBAR;117553;"{""coordinates"": [-0.3510396916763646, 39.47037043597956], ""type"": ""Point""}";39.47037043597956, -0.3510396916763646
Hal4gena/Incandescencia;;;2024;YECLA - VICENTE PALLARES;117558;"{""coordinates"": [-0.35016674580504986, 39.473001451519366], ""type"": ""Point""}";39.473001451519366, -0.35016674580504986
Led;;;2030;AVDA. DE LOS NARANJOS - APEADERO;117563;"{""coordinates"": [-0.3441660487396805, 39.47945643357116], ""type"": ""Point""}";39.47945643357116, -0.3441660487396805
Hal2gena/Incandescencia;;;2032;AVDA. DE LOS NARANJOS - OP. ARQUITECTURA TCCNICA;117565;"{""coordinates"": [-0.3471373952362581, 39.48011032554956], ""type"": ""Point""}";39.48011032554956, -0.3471373952362581
Led;;;2122;BALEARES - A. MANCEBO;117584;"{""coordinates"": [-0.3568471820509718, 39.46359249084124], ""type"": ""Point""}";39.46359249084124, -0.3568471820509718
Led;;;2202;AVENIDA DE LA PLATA - OBISPO JAIME PEREZ;117589;"{""coordinates"": [-0.36433515983840903, 39.456042918414596], ""type"": ""Point""}";39.456042918414596, -0.36433515983840903
Led;;;2204;HNOS. MARISTAS - PASO PEATONES COLEGIO;117591;"{""coordinates"": [-0.3643506074671015, 39.45315135395009], ""type"": ""Point""}";39.45315135395009, -0.3643506074671015
Led;;;2209;HNOS. MARISTAS-GENERAL URRUTIA;117595;"{""coordinates"": [-0.36098300731373717, 39.4544606697058], ""type"": ""Point""}";39.4544606697058, -0.36098300731373717
Led;;;2211;HNOS. MARISTAS-PINTOR GASSENT;117597;"{""coordinates"": [-0.3676039828089131, 39.45146548626665], ""type"": ""Point""}";39.45146548626665, -0.3676039828089131
Led;;;2215;AVDA. DE LA PLATA - GENERAL URRUTIA;117601;"{""coordinates"": [-0.3632080486797975, 39.456993725632394], ""type"": ""Point""}";39.456993725632394, -0.3632080486797975
Led;;;2216;Ce SAN LUIS - AVDA. DE LA PLATA;117602;"{""coordinates"": [-0.3712523462411242, 39.45312829685253], ""type"": ""Point""}";39.45312829685253, -0.3712523462411242
Led;;;2233;PROTECCION DE BOMBEROS - RAMON DUART;117609;"{""coordinates"": [-0.3665577080957422, 39.45408199485227], ""type"": ""Point""}";39.45408199485227, -0.3665577080957422
Led;;;2303;ISLA CABRERA - JOAQUIN BENLLOCH;117611;"{""coordinates"": [-0.37318140499739927, 39.44905416237152], ""type"": ""Point""}";39.44905416237152, -0.37318140499739927
Led;;;2305;ING. JOAQUIN BENLLOCH - BERNAT DESCOLL;117613;"{""coordinates"": [-0.37510853900108365, 39.45155053234101], ""type"": ""Point""}";39.45155053234101, -0.37510853900108365
Led;;;2306;ING. JOAQUIN BENLLOCH - OLTA;117614;"{""coordinates"": [-0.3756439903955117, 39.45241693026222], ""type"": ""Point""}";39.45241693026222, -0.3756439903955117
Led;;;2308;Ce MALILLA - ING. JOAQUIN BENLLOCH;117616;"{""coordinates"": [-0.3778322086698044, 39.45499014037277], ""type"": ""Point""}";39.45499014037277, -0.3778322086698044
Led;;;2309;Ce MALILLA - OP. ING. JOAQUIN BENLLOCH;117617;"{""coordinates"": [-0.3779162283359908, 39.45490654226839], ""type"": ""Point""}";39.45490654226839, -0.3779162283359908
Led;;;2311;Ce MALILLA - OLTA;117619;"{""coordinates"": [-0.37885846744649554, 39.45265469038878], ""type"": ""Point""}";39.45265469038878, -0.37885846744649554
Led;;;2313;Ce MALILLA - BERNAT DESCOLL;117621;"{""coordinates"": [-0.37912513673337933, 39.45148451210468], ""type"": ""Point""}";39.45148451210468, -0.37912513673337933
Led;;;2401;ARCHIDUQUE CARLOS - TRES CRUCES;117625;"{""coordinates"": [-0.4027818583091879, 39.458655351862106], ""type"": ""Point""}";39.458655351862106, -0.4027818583091879
Led;;;2405;Ce NUEVO DE PICASA - PEDRAPIQUERS;117628;"{""coordinates"": [-0.4054988957524109, 39.45566987426111], ""type"": ""Point""}";39.45566987426111, -0.4054988957524109
Led;;;2406;Ce NUEVO DE PICASA - ARQ. SEGURA DE LAGO;117629;"{""coordinates"": [-0.40489701286975827, 39.4558458028513], ""type"": ""Point""}";39.4558458028513, -0.40489701286975827
Led;;;2408;ARQTO. SEGURA LAGO - ANGEL LA CALLE;117631;"{""coordinates"": [-0.4038146964396917, 39.455031014368096], ""type"": ""Point""}";39.455031014368096, -0.4038146964396917
Led;;;2409;AV.TRES CRUCES - CAMPOS CRESPO;117632;"{""coordinates"": [-0.399379859067121, 39.453056763938264], ""type"": ""Point""}";39.453056763938264, -0.399379859067121
Led;;;2418;CAMPOS CRESPO - PIO XI;117639;"{""coordinates"": [-0.3955301013814715, 39.456428063469254], ""type"": ""Point""}";39.456428063469254, -0.3955301013814715
Led;;;2419;PIO XI - CHERA;117640;"{""coordinates"": [-0.3946416703896636, 39.45759614659519], ""type"": ""Point""}";39.45759614659519, -0.3946416703896636
Led;;;2422;CAMPOS CRESPO -  JUAN DE GARAY;117643;"{""coordinates"": [-0.3971163863729461, 39.45567974060523], ""type"": ""Point""}";39.45567974060523, -0.3971163863729461
Led;;;2502;RAMON Y CAJAL - JESUS;117644;"{""coordinates"": [-0.38301831524401997, 39.46686029515602], ""type"": ""Point""}";39.46686029515602, -0.38301831524401997
Led;;;2505;RAMON Y CAJAL - CUENCA;117647;"{""coordinates"": [-0.3844305196570914, 39.46909339049627], ""type"": ""Point""}";39.46909339049627, -0.3844305196570914
Led;;;2506;FERNANDO EL CATOLICO - ANGEL GUIMERA (ENTRADA);117648;"{""coordinates"": [-0.38516838722487434, 39.470088892510724], ""type"": ""Point""}";39.470088892510724, -0.38516838722487434
Led;;;2709;CLARIANO - CATALUNA;117700;"{""coordinates"": [-0.3520102891679584, 39.4805965950603], ""type"": ""Point""}";39.4805965950603, -0.3520102891679584
Led;;;2508;FERNANDO EL CATOLICO - CALIXTO III;117650;"{""coordinates"": [-0.3862841911687808, 39.47199620407386], ""type"": ""Point""}";39.47199620407386, -0.3862841911687808
Led;;;2509;FERNANDO EL CATOLICO - QUART;117651;"{""coordinates"": [-0.3885555800591328, 39.475171703749474], ""type"": ""Point""}";39.475171703749474, -0.3885555800591328
Led;;;2516;GUILLEM DE CASTRO - LEPANTO;117657;"{""coordinates"": [-0.38405154902061484, 39.47391493201473], ""type"": ""Point""}";39.47391493201473, -0.38405154902061484
Led;;;2517;GUILLEM DE CASTRO - BORRULL;117658;"{""coordinates"": [-0.38413927540177956, 39.47461995376652], ""type"": ""Point""}";39.47461995376652, -0.38413927540177956
Led;;;2521;BLANQUERIAS - PTE. DE SAN JOSE;117662;"{""coordinates"": [-0.3803735887912974, 39.4811586618029], ""type"": ""Point""}";39.4811586618029, -0.3803735887912974
Led;;;2524;PALLETER - CUENCA;117663;"{""coordinates"": [-0.3854736819564971, 39.468057427762474], ""type"": ""Point""}";39.468057427762474, -0.3854736819564971
Led;;;2528;SAN VICENTE - TROYA;117666;"{""coordinates"": [-0.38101798424639655, 39.46675586517398], ""type"": ""Point""}";39.46675586517398, -0.38101798424639655
Hal2gena/Incandescencia;;;2602;APEADERO PALACIO CONGRESOS;117667;"{""coordinates"": [-0.399745147618846, 39.49706997770792], ""type"": ""Point""}";39.49706997770792, -0.399745147618846
Hal5gena/Incandescencia;;;2605;BURJASOT - PINTOR MATARANA;117670;"{""coordinates"": [-0.39401353842227854, 39.49286770288085], ""type"": ""Point""}";39.49286770288085, -0.39401353842227854
Hal0gena/Incandescencia;;;2610;JOSE GROLLO - PINTOR MATARANA;117675;"{""coordinates"": [-0.39259001472554783, 39.49361737041165], ""type"": ""Point""}";39.49361737041165, -0.39259001472554783
Hal1gena/Incandescencia;;;2611;JOSE GROLLO - ALAMO;117676;"{""coordinates"": [-0.39109221785889864, 39.49127542758138], ""type"": ""Point""}";39.49127542758138, -0.39109221785889864
Hal5gena/Incandescencia;;;2615;FLORISTA - CARRASQUETA;117680;"{""coordinates"": [-0.39574949661141123, 39.493564986396365], ""type"": ""Point""}";39.493564986396365, -0.39574949661141123
Hal8gena/Incandescencia;;;2618;FLORISTA - JAIME II;117683;"{""coordinates"": [-0.39815629754369364, 39.49618497065443], ""type"": ""Point""}";39.49618497065443, -0.39815629754369364
Hal9gena/Incandescencia;;;2619;JUAN XXIII - MARCO MERENCIANO;117684;"{""coordinates"": [-0.38264799281814493, 39.49114921665751], ""type"": ""Point""}";39.49114921665751, -0.38264799281814493
Hal1gena/Incandescencia;;;2621;JUAN XXIII - GIL SUMBIELA;117686;"{""coordinates"": [-0.3826563238271856, 39.492321626714286], ""type"": ""Point""}";39.492321626714286, -0.3826563238271856
Hal4gena/Incandescencia;;;2624;GIL SUMBIELA - SERRANO CLAVERO;117689;"{""coordinates"": [-0.3892371933751665, 39.492522739860945], ""type"": ""Point""}";39.492522739860945, -0.3892371933751665
Hal5gena/Incandescencia;;;2625;GIL SUMBIELA - AZUCENA;117690;"{""coordinates"": [-0.39037314739717827, 39.493104460564275], ""type"": ""Point""}";39.493104460564275, -0.39037314739717827
Hal8gena/Incandescencia;;;2648;AV SAN JOSE ARTESANO - SALVADOR RUBIO;117692;"{""coordinates"": [-0.3940189152291829, 39.498369041366], ""type"": ""Point""}";39.498369041366, -0.3940189152291829
Led;;;2701;POETA EMILIO BARO - VTE.ZARAGOZA;117693;"{""coordinates"": [-0.3622049494421228, 39.48462187211756], ""type"": ""Point""}";39.48462187211756, -0.3622049494421228
Led;;;2706;VICENTE ZARAGOZA - CE DE VERA;117698;"{""coordinates"": [-0.35416708877940284, 39.48233522544566], ""type"": ""Point""}";39.48233522544566, -0.35416708877940284
Led;;;2710;CNO. DE LAS FUENTES - RONDA NORTE;117701;"{""coordinates"": [-0.3523397004115836, 39.485447744660895], ""type"": ""Point""}";39.485447744660895, -0.3523397004115836
Led;;;2712;POETA EMILIO BARO - CIRCULO BELLAS ARTES;117703;"{""coordinates"": [-0.35957054358482693, 39.49013287202621], ""type"": ""Point""}";39.49013287202621, -0.35957054358482693
Led;;;2714;PRIMADO REIG - JAIME ROIG;117705;"{""coordinates"": [-0.36307769009352275, 39.483856116631934], ""type"": ""Point""}";39.483856116631934, -0.36307769009352275
Led;;;2720;JAIME ROIG - BACHILLER;117711;"{""coordinates"": [-0.36337132772579905, 39.48239543241798], ""type"": ""Point""}";39.48239543241798, -0.36337132772579905
Led;;;2721;POETA EMILIO BARO - ALBOCACER;117712;"{""coordinates"": [-0.3614107208358761, 39.48638523162242], ""type"": ""Point""}";39.48638523162242, -0.3614107208358761
Led;;;2724;POETA EMILIO BARO - PINTOR M. GIL;117715;"{""coordinates"": [-0.35855068077471447, 39.49217080314123], ""type"": ""Point""}";39.49217080314123, -0.35855068077471447
Led;;;2725;JAIME ROIG - MENENDEZ Y PELAYO;117716;"{""coordinates"": [-0.3643714833697459, 39.48028962056912], ""type"": ""Point""}";39.48028962056912, -0.3643714833697459
Led;;;2804;AVDA. DE LOS NARANJOS - OP. ARZOBISPO COMPANY;117722;"{""coordinates"": [-0.3297119179551176, 39.475536464495086], ""type"": ""Point""}";39.475536464495086, -0.3297119179551176
Led;;;2805;AVDA. DE LOS NARANJOS - OP. CAMPILLO ALTOBUEY;117723;"{""coordinates"": [-0.3352081384321931, 39.47716087599183], ""type"": ""Point""}";39.47716087599183, -0.3352081384321931
Led;;;2807;AVDA. DE LOS NARANJOS - COLEGIO MAYOR GALILEO;117725;"{""coordinates"": [-0.34000691819904033, 39.478537722056394], ""type"": ""Point""}";39.478537722056394, -0.34000691819904033
Led;;;2810;AVDA. DE LOS NARANJOS - CEMENTERIO CABANYAL;117727;"{""coordinates"": [-0.3379350049372576, 39.47745373035756], ""type"": ""Point""}";39.47745373035756, -0.3379350049372576
Led;;;2818;BLAS DE LEZO - ANTONIO JUAN;117733;"{""coordinates"": [-0.3338352663438033, 39.472873750085945], ""type"": ""Point""}";39.472873750085945, -0.3338352663438033
Led;;;2819;LUIS PEIXO - PINTOR DALMAU - CONDE DE ALACUAS;117734;"{""coordinates"": [-0.33364732948387477, 39.47395345892605], ""type"": ""Point""}";39.47395345892605, -0.33364732948387477
Led;;;2824;AVDA. DE LOS NARANJOS - SALIDA BUCLE TRANVIA;117738;"{""coordinates"": [-0.3382276955427268, 39.47753034294596], ""type"": ""Point""}";39.47753034294596, -0.3382276955427268
Led;;;2904;ISABEL DE VILLENA - FTE. ENCARROZ;117741;"{""coordinates"": [-0.32585224551652237, 39.481278329125054], ""type"": ""Point""}";39.481278329125054, -0.32585224551652237
Led;;;2907;ISABEL DE VILLENA - VICENTE LA RODA (NORTE);117744;"{""coordinates"": [-0.325882681955958, 39.479431432409406], ""type"": ""Point""}";39.479431432409406, -0.325882681955958
Led;;;2912;ISABEL DE VILLENA - RIO TAJO;117749;"{""coordinates"": [-0.3258948374405363, 39.476395954683106], ""type"": ""Point""}";39.476395954683106, -0.3258948374405363
Led;;;2914;AVDA. DE LOS NARANJOS - DR. LLUCH;117750;"{""coordinates"": [-0.3271655408081314, 39.47430039244224], ""type"": ""Point""}";39.47430039244224, -0.3271655408081314
Led;;;2915;AVDA. DE LOS NARANJOS - CAVITE;117751;"{""coordinates"": [-0.3266339179056436, 39.47500291533478], ""type"": ""Point""}";39.47500291533478, -0.3266339179056436
Led;;;2923;PINTOR FERRANDIS - ESCALANTE;117758;"{""coordinates"": [-0.3299013806988549, 39.47197858694209], ""type"": ""Point""}";39.47197858694209, -0.3299013806988549
