OBJECTID;Nombre Places / Número Plazas;geo_shape;geo_point_2d
222715;2;"{""coordinates"": [-0.3621172133566998, 39.47514285723156], ""type"": ""Point""}";39.47514285723156, -0.3621172133566998
222717;4;"{""coordinates"": [-0.36081393787022514, 39.475205956802874], ""type"": ""Point""}";39.475205956802874, -0.36081393787022514
222720;1;"{""coordinates"": [-0.3621569328036623, 39.47659059443115], ""type"": ""Point""}";39.47659059443115, -0.3621569328036623
222721;1;"{""coordinates"": [-0.36613505891679765, 39.4776036430321], ""type"": ""Point""}";39.4776036430321, -0.36613505891679765
222723;1;"{""coordinates"": [-0.4252521147016574, 39.50323576605634], ""type"": ""Point""}";39.50323576605634, -0.4252521147016574
222724;1;"{""coordinates"": [-0.42229423970878877, 39.501835867105555], ""type"": ""Point""}";39.501835867105555, -0.42229423970878877
222726;1;"{""coordinates"": [-0.42571181267460717, 39.497162263438476], ""type"": ""Point""}";39.497162263438476, -0.42571181267460717
222731;1;"{""coordinates"": [-0.42630684239304284, 39.49927590803606], ""type"": ""Point""}";39.49927590803606, -0.42630684239304284
222742;1;"{""coordinates"": [-0.32873340117030014, 39.47637777616928], ""type"": ""Point""}";39.47637777616928, -0.32873340117030014
222745;1;"{""coordinates"": [-0.32797794903799926, 39.48211125796029], ""type"": ""Point""}";39.48211125796029, -0.32797794903799926
222746;2;"{""coordinates"": [-0.3247711693856011, 39.48121628384856], ""type"": ""Point""}";39.48121628384856, -0.3247711693856011
222747;1;"{""coordinates"": [-0.3901642294953526, 39.464998592026575], ""type"": ""Point""}";39.464998592026575, -0.3901642294953526
222750;1;"{""coordinates"": [-0.38986372610304193, 39.46614028790093], ""type"": ""Point""}";39.46614028790093, -0.38986372610304193
222756;1;"{""coordinates"": [-0.38778904192819236, 39.46869218500984], ""type"": ""Point""}";39.46869218500984, -0.38778904192819236
222764;1;"{""coordinates"": [-0.3236051957866566, 39.349237246070835], ""type"": ""Point""}";39.349237246070835, -0.3236051957866566
222766;1;"{""coordinates"": [-0.3180479392268665, 39.30906541255831], ""type"": ""Point""}";39.30906541255831, -0.3180479392268665
222770;1;"{""coordinates"": [-0.3322353191550362, 39.382364140952895], ""type"": ""Point""}";39.382364140952895, -0.3322353191550362
222773;1;"{""coordinates"": [-0.3884239286199054, 39.47429049446058], ""type"": ""Point""}";39.47429049446058, -0.3884239286199054
222776;1;"{""coordinates"": [-0.3854815042813997, 39.48823791978254], ""type"": ""Point""}";39.48823791978254, -0.3854815042813997
222780;1;"{""coordinates"": [-0.379356762177195, 39.48572346731992], ""type"": ""Point""}";39.48572346731992, -0.379356762177195
222783;1;"{""coordinates"": [-0.3603690527206099, 39.4810019382399], ""type"": ""Point""}";39.4810019382399, -0.3603690527206099
222786;1;"{""coordinates"": [-0.3920803764882966, 39.44436023297717], ""type"": ""Point""}";39.44436023297717, -0.3920803764882966
222789;1;"{""coordinates"": [-0.39899084279469055, 39.47277643136136], ""type"": ""Point""}";39.47277643136136, -0.39899084279469055
222805;1;"{""coordinates"": [-0.3996779539931679, 39.482825381701765], ""type"": ""Point""}";39.482825381701765, -0.3996779539931679
222808;1;"{""coordinates"": [-0.3929516369985333, 39.47356208583491], ""type"": ""Point""}";39.47356208583491, -0.3929516369985333
222809;1;"{""coordinates"": [-0.39404098728460496, 39.480741498912046], ""type"": ""Point""}";39.480741498912046, -0.39404098728460496
222810;1;"{""coordinates"": [-0.39645294914910245, 39.47741330367666], ""type"": ""Point""}";39.47741330367666, -0.39645294914910245
222830;1;"{""coordinates"": [-0.3929684806801229, 39.44925063726137], ""type"": ""Point""}";39.44925063726137, -0.3929684806801229
222831;1;"{""coordinates"": [-0.3867070548005145, 39.44777950785194], ""type"": ""Point""}";39.44777950785194, -0.3867070548005145
222832;1;"{""coordinates"": [-0.3867177185624965, 39.448652821206075], ""type"": ""Point""}";39.448652821206075, -0.3867177185624965
222837;1;"{""coordinates"": [-0.3945162328442861, 39.48281463222028], ""type"": ""Point""}";39.48281463222028, -0.3945162328442861
222838;1;"{""coordinates"": [-0.38835848076643864, 39.469968983152945], ""type"": ""Point""}";39.469968983152945, -0.38835848076643864
222839;1;"{""coordinates"": [-0.38932559065612643, 39.47083034363344], ""type"": ""Point""}";39.47083034363344, -0.38932559065612643
222840;1;"{""coordinates"": [-0.3864639773823198, 39.47150779900292], ""type"": ""Point""}";39.47150779900292, -0.3864639773823198
222841;1;"{""coordinates"": [-0.39185920725388135, 39.472033181950565], ""type"": ""Point""}";39.472033181950565, -0.39185920725388135
222843;2;"{""coordinates"": [-0.3915333541980449, 39.473762470550504], ""type"": ""Point""}";39.473762470550504, -0.3915333541980449
222848;1;"{""coordinates"": [-0.38923492902664614, 39.47577263986469], ""type"": ""Point""}";39.47577263986469, -0.38923492902664614
222849;1;"{""coordinates"": [-0.39006633315804884, 39.47659627064355], ""type"": ""Point""}";39.47659627064355, -0.39006633315804884
222851;1;"{""coordinates"": [-0.3910369578083369, 39.475842434658496], ""type"": ""Point""}";39.475842434658496, -0.3910369578083369
222857;1;"{""coordinates"": [-0.39372749511531746, 39.45090988222359], ""type"": ""Point""}";39.45090988222359, -0.39372749511531746
222860;1;"{""coordinates"": [-0.38789698962911084, 39.45193190778065], ""type"": ""Point""}";39.45193190778065, -0.38789698962911084
222863;1;"{""coordinates"": [-0.38578529531806993, 39.45354689247686], ""type"": ""Point""}";39.45354689247686, -0.38578529531806993
222864;1;"{""coordinates"": [-0.3837043248556997, 39.453760061811096], ""type"": ""Point""}";39.453760061811096, -0.3837043248556997
222869;1;"{""coordinates"": [-0.3907704741728006, 39.45259569283751], ""type"": ""Point""}";39.45259569283751, -0.3907704741728006
222870;2;"{""coordinates"": [-0.3899741794443039, 39.4526597399213], ""type"": ""Point""}";39.4526597399213, -0.3899741794443039
222872;1;"{""coordinates"": [-0.3909400985146926, 39.45389897161604], ""type"": ""Point""}";39.45389897161604, -0.3909400985146926
222874;1;"{""coordinates"": [-0.3887959959915138, 39.4535989150867], ""type"": ""Point""}";39.4535989150867, -0.3887959959915138
222881;3;"{""coordinates"": [-0.3890834775985781, 39.48644301841303], ""type"": ""Point""}";39.48644301841303, -0.3890834775985781
222884;3;"{""coordinates"": [-0.39377991686652164, 39.483180976471715], ""type"": ""Point""}";39.483180976471715, -0.39377991686652164
222885;3;"{""coordinates"": [-0.3938545348467883, 39.48328636838355], ""type"": ""Point""}";39.48328636838355, -0.3938545348467883
222888;1;"{""coordinates"": [-0.3915129421358612, 39.48652156280468], ""type"": ""Point""}";39.48652156280468, -0.3915129421358612
222890;1;"{""coordinates"": [-0.3926733881716597, 39.48600287202708], ""type"": ""Point""}";39.48600287202708, -0.3926733881716597
222894;1;"{""coordinates"": [-0.395680406683625, 39.484310633502815], ""type"": ""Point""}";39.484310633502815, -0.395680406683625
222898;1;"{""coordinates"": [-0.39987171306070274, 39.48448557329274], ""type"": ""Point""}";39.48448557329274, -0.39987171306070274
222902;1;"{""coordinates"": [-0.40170248120190427, 39.48467759302181], ""type"": ""Point""}";39.48467759302181, -0.40170248120190427
222903;2;"{""coordinates"": [-0.40421051529842816, 39.48996904689911], ""type"": ""Point""}";39.48996904689911, -0.40421051529842816
222904;1;"{""coordinates"": [-0.4012320679620914, 39.48901916712422], ""type"": ""Point""}";39.48901916712422, -0.4012320679620914
222907;1;"{""coordinates"": [-0.3900032363288113, 39.45562746159072], ""type"": ""Point""}";39.45562746159072, -0.3900032363288113
222908;1;"{""coordinates"": [-0.38942898377755975, 39.45609073521266], ""type"": ""Point""}";39.45609073521266, -0.38942898377755975
222923;1;"{""coordinates"": [-0.3752003587233199, 39.45509925991378], ""type"": ""Point""}";39.45509925991378, -0.3752003587233199
222925;1;"{""coordinates"": [-0.38308667356000103, 39.456975883179375], ""type"": ""Point""}";39.456975883179375, -0.38308667356000103
222936;1;"{""coordinates"": [-0.34342680895315153, 39.47227231381602], ""type"": ""Point""}";39.47227231381602, -0.34342680895315153
222938;1;"{""coordinates"": [-0.3391172566656214, 39.47099940705835], ""type"": ""Point""}";39.47099940705835, -0.3391172566656214
222948;2;"{""coordinates"": [-0.34293224889826396, 39.47116002962347], ""type"": ""Point""}";39.47116002962347, -0.34293224889826396
222951;1;"{""coordinates"": [-0.343347038487451, 39.46928064809714], ""type"": ""Point""}";39.46928064809714, -0.343347038487451
222952;1;"{""coordinates"": [-0.34433344571551616, 39.47238629513384], ""type"": ""Point""}";39.47238629513384, -0.34433344571551616
222953;1;"{""coordinates"": [-0.34761314714878555, 39.47165620394686], ""type"": ""Point""}";39.47165620394686, -0.34761314714878555
222957;1;"{""coordinates"": [-0.3445619345869822, 39.46914305060992], ""type"": ""Point""}";39.46914305060992, -0.3445619345869822
222958;1;"{""coordinates"": [-0.3453270419776028, 39.469509548250585], ""type"": ""Point""}";39.469509548250585, -0.3453270419776028
222959;1;"{""coordinates"": [-0.34694461124000053, 39.46952340801091], ""type"": ""Point""}";39.46952340801091, -0.34694461124000053
222960;1;"{""coordinates"": [-0.3482291591658747, 39.46957134808993], ""type"": ""Point""}";39.46957134808993, -0.3482291591658747
222961;1;"{""coordinates"": [-0.34635699762897676, 39.47098712994441], ""type"": ""Point""}";39.47098712994441, -0.34635699762897676
222962;1;"{""coordinates"": [-0.34833699554557385, 39.47037287659789], ""type"": ""Point""}";39.47037287659789, -0.34833699554557385
222966;1;"{""coordinates"": [-0.34818262996458094, 39.47265561436366], ""type"": ""Point""}";39.47265561436366, -0.34818262996458094
222975;1;"{""coordinates"": [-0.35319575341480625, 39.463347480951555], ""type"": ""Point""}";39.463347480951555, -0.35319575341480625
222976;1;"{""coordinates"": [-0.3553084304938969, 39.4630136690409], ""type"": ""Point""}";39.4630136690409, -0.3553084304938969
222978;2;"{""coordinates"": [-0.35618485140397754, 39.46704926292126], ""type"": ""Point""}";39.46704926292126, -0.35618485140397754
222982;1;"{""coordinates"": [-0.35586404093672896, 39.46556593060366], ""type"": ""Point""}";39.46556593060366, -0.35586404093672896
222983;1;"{""coordinates"": [-0.35277211703677414, 39.46671106690571], ""type"": ""Point""}";39.46671106690571, -0.35277211703677414
222984;1;"{""coordinates"": [-0.3530155374983874, 39.46802977466889], ""type"": ""Point""}";39.46802977466889, -0.3530155374983874
222987;1;"{""coordinates"": [-0.354369102022757, 39.46913284803531], ""type"": ""Point""}";39.46913284803531, -0.354369102022757
222988;1;"{""coordinates"": [-0.3530261182479227, 39.46943153649758], ""type"": ""Point""}";39.46943153649758, -0.3530261182479227
222994;1;"{""coordinates"": [-0.39477195577401886, 39.46697936093785], ""type"": ""Point""}";39.46697936093785, -0.39477195577401886
223000;2;"{""coordinates"": [-0.394481366732471, 39.4695538566311], ""type"": ""Point""}";39.4695538566311, -0.394481366732471
223005;1;"{""coordinates"": [-0.39733190466870894, 39.47095544303194], ""type"": ""Point""}";39.47095544303194, -0.39733190466870894
223006;1;"{""coordinates"": [-0.3985642014446433, 39.469530001021255], ""type"": ""Point""}";39.469530001021255, -0.3985642014446433
223007;1;"{""coordinates"": [-0.39793245554934664, 39.47088977584577], ""type"": ""Point""}";39.47088977584577, -0.39793245554934664
223009;1;"{""coordinates"": [-0.36539816724739627, 39.42434621271544], ""type"": ""Point""}";39.42434621271544, -0.36539816724739627
223010;1;"{""coordinates"": [-0.40607994289282445, 39.48188292928729], ""type"": ""Point""}";39.48188292928729, -0.40607994289282445
223011;1;"{""coordinates"": [-0.3830083882095358, 39.4825816815608], ""type"": ""Point""}";39.4825816815608, -0.3830083882095358
223012;1;"{""coordinates"": [-0.39514651922658545, 39.48057183083728], ""type"": ""Point""}";39.48057183083728, -0.39514651922658545
223014;1;"{""coordinates"": [-0.3495400976774258, 39.46689199566069], ""type"": ""Point""}";39.46689199566069, -0.3495400976774258
223017;1;"{""coordinates"": [-0.37266940362313644, 39.45201392250369], ""type"": ""Point""}";39.45201392250369, -0.37266940362313644
223018;1;"{""coordinates"": [-0.38749499325930786, 39.45836142116575], ""type"": ""Point""}";39.45836142116575, -0.38749499325930786
223024;1;"{""coordinates"": [-0.36820627047119947, 39.44847980460371], ""type"": ""Point""}";39.44847980460371, -0.36820627047119947
223026;1;"{""coordinates"": [-0.38280564943743034, 39.46334260064693], ""type"": ""Point""}";39.46334260064693, -0.38280564943743034
223029;1;"{""coordinates"": [-0.37551010020655834, 39.487584293025286], ""type"": ""Point""}";39.487584293025286, -0.37551010020655834
223031;1;"{""coordinates"": [-0.3662083805857687, 39.49238573340115], ""type"": ""Point""}";39.49238573340115, -0.3662083805857687
223034;1;"{""coordinates"": [-0.38735808443393827, 39.47047225115874], ""type"": ""Point""}";39.47047225115874, -0.38735808443393827
223038;1;"{""coordinates"": [-0.37908672261354964, 39.45037965943229], ""type"": ""Point""}";39.45037965943229, -0.37908672261354964
223039;1;"{""coordinates"": [-0.39940228297269803, 39.47603452768892], ""type"": ""Point""}";39.47603452768892, -0.39940228297269803
223045;1;"{""coordinates"": [-0.38789851270317893, 39.45423551898779], ""type"": ""Point""}";39.45423551898779, -0.38789851270317893
223049;1;"{""coordinates"": [-0.40395041792368525, 39.45496909214878], ""type"": ""Point""}";39.45496909214878, -0.40395041792368525
223051;1;"{""coordinates"": [-0.3911750813966146, 39.48934634335397], ""type"": ""Point""}";39.48934634335397, -0.3911750813966146
223052;1;"{""coordinates"": [-0.37539262388116995, 39.49155298563521], ""type"": ""Point""}";39.49155298563521, -0.37539262388116995
223055;1;"{""coordinates"": [-0.36379008415570374, 39.485432580402446], ""type"": ""Point""}";39.485432580402446, -0.36379008415570374
223060;1;"{""coordinates"": [-0.4199792614971068, 39.502692691274746], ""type"": ""Point""}";39.502692691274746, -0.4199792614971068
223063;1;"{""coordinates"": [-0.4004186300822293, 39.49529697228525], ""type"": ""Point""}";39.49529697228525, -0.4004186300822293
223065;2;"{""coordinates"": [-0.39532429864303276, 39.48839674769516], ""type"": ""Point""}";39.48839674769516, -0.39532429864303276
223070;1;"{""coordinates"": [-0.3974082652345521, 39.494363404777495], ""type"": ""Point""}";39.494363404777495, -0.3974082652345521
223074;1;"{""coordinates"": [-0.3970553638294446, 39.49569836874445], ""type"": ""Point""}";39.49569836874445, -0.3970553638294446
223075;1;"{""coordinates"": [-0.3963072359219618, 39.49340212040127], ""type"": ""Point""}";39.49340212040127, -0.3963072359219618
223078;1;"{""coordinates"": [-0.39067433603603036, 39.48842087823831], ""type"": ""Point""}";39.48842087823831, -0.39067433603603036
223082;1;"{""coordinates"": [-0.3919690223870662, 39.49390186776274], ""type"": ""Point""}";39.49390186776274, -0.3919690223870662
223085;1;"{""coordinates"": [-0.3941214086683404, 39.49637911860913], ""type"": ""Point""}";39.49637911860913, -0.3941214086683404
223086;1;"{""coordinates"": [-0.3894660522316085, 39.49020683030741], ""type"": ""Point""}";39.49020683030741, -0.3894660522316085
223089;1;"{""coordinates"": [-0.38947254512755963, 39.491806135480935], ""type"": ""Point""}";39.491806135480935, -0.38947254512755963
223090;1;"{""coordinates"": [-0.3888241585037537, 39.491210805969935], ""type"": ""Point""}";39.491210805969935, -0.3888241585037537
223094;1;"{""coordinates"": [-0.3883803400560651, 39.492206617599294], ""type"": ""Point""}";39.492206617599294, -0.3883803400560651
223097;2;"{""coordinates"": [-0.3903246152818329, 39.49357466531557], ""type"": ""Point""}";39.49357466531557, -0.3903246152818329
223098;1;"{""coordinates"": [-0.38945779463600183, 39.493743414138876], ""type"": ""Point""}";39.493743414138876, -0.38945779463600183
223104;1;"{""coordinates"": [-0.3932872313971571, 39.49393488957829], ""type"": ""Point""}";39.49393488957829, -0.3932872313971571
223106;1;"{""coordinates"": [-0.39132504453327654, 39.49430400494407], ""type"": ""Point""}";39.49430400494407, -0.39132504453327654
223108;1;"{""coordinates"": [-0.39357527666339825, 39.4955137186338], ""type"": ""Point""}";39.4955137186338, -0.39357527666339825
223110;1;"{""coordinates"": [-0.39313238451438315, 39.496191126420946], ""type"": ""Point""}";39.496191126420946, -0.39313238451438315
223115;2;"{""coordinates"": [-0.38706651084505495, 39.49451437311875], ""type"": ""Point""}";39.49451437311875, -0.38706651084505495
