TIPO DE TRANSPORTE;Ciudad;Viajeros y tasas;Periodo;Total
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2023M12;16.904
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2023M11;20.307
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2023M10;21.132
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2023M09;18.295
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2023M08;14.118
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2023M07;18.316
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2023M06;18.255
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2023M05;18.915
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2023M04;16.483
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2023M03;19.346
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2023M02;16.159
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2023M01;15.818
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2022M12;14.974
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2022M11;17.387
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2022M10;17.939
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2022M09;16.159
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2022M08;12.268
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2022M07;15.744
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2022M06;15.907
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2022M05;17.259
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2022M04;15.155
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2022M03;16.698
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2022M02;14.153
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2022M01;12.695
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2021M12;13.883
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2021M11;15.949
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2021M10;15.808
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2021M09;14.105
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2021M08;9.550
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2021M07;12.961
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2021M06;13.880
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2021M05;13.163
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2021M04;12.177
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2021M03;12.984
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2021M02;10.587
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2021M01;9.649
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2020M12;11.147
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2020M11;10.930
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2020M10;12.139
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2020M09;10.913
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2020M08;7.453
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2020M07;9.979
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2020M06;7.240
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2020M05;3.251
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2020M04;1.270
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2020M03;9.162
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2020M02;19.044
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2020M01;18.572
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2019M12;17.572
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2019M11;19.025
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2019M10;20.476
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2019M09;18.571
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2019M08;13.952
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2019M07;19.917
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2019M06;19.315
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2019M05;20.844
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2019M04;18.950
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2019M03;20.049
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2019M02;18.138
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2019M01;18.675
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2018M12;16.895
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2018M11;19.262
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2018M10;20.709
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2018M09;17.341
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2018M08;13.564
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2018M07;18.692
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2018M06;19.449
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2018M05;19.893
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2018M04;18.592
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2018M03;18.016
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2018M02;16.927
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2018M01;17.870
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2017M12;15.621
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2017M11;18.669
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2017M10;18.531
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2017M09;17.116
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2017M08;13.060
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2017M07;18.239
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2017M06;19.131
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2017M05;20.405
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2017M04;16.758
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2017M03;19.696
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2017M02;16.861
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2017M01;16.664
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2016M12;16.130
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2016M11;18.196
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2016M10;18.216
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2016M09;17.868
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2016M08;12.421
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2016M07;16.985
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2016M06;18.274
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2016M05;18.653
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2016M04;17.826
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2016M03;16.768
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2016M02;15.967
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2016M01;15.558
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2015M12;16.288
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2015M11;17.571
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2015M10;18.278
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2015M09;15.951
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2015M08;11.426
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2015M07;17.033
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2015M06;16.956
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2015M05;17.688
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2015M04;16.518
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2015M03;16.953
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2015M02;15.207
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2015M01;15.358
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2014M12;15.395
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2014M11;16.080
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2014M10;18.621
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2014M09;15.502
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2014M08;10.940
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2014M07;16.530
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2014M06;16.101
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2014M05;17.580
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2014M04;16.203
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2014M03;17.027
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2014M02;15.636
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2014M01;15.910
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2013M12;15.083
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2013M11;16.270
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2013M10;18.587
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2013M09;14.956
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2013M08;10.942
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2013M07;16.546
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2013M06;16.305
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2013M05;17.405
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2013M04;17.019
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2013M03;15.587
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2013M02;14.905
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2013M01;16.125
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2012M12;14.275
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2012M11;14.795
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2012M10;15.907
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2012M09;14.518
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2012M08;11.362
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2012M07;16.233
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2012M06;17.451
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2012M05;17.815
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2012M04;15.118
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2012M03;17.145
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2012M02;15.675
Transporte urbano regular por autobús;08019 Barcelona;Viajeros transportados;2012M01;16.128
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2023M12;3.158
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2023M11;3.307
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2023M10;3.466
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2023M09;3.222
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2023M08;2.431
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2023M07;2.649
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2023M06;3.193
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2023M05;3.363
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2023M04;2.712
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2023M03;3.261
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2023M02;2.830
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2023M01;2.918
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2022M12;2.921
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2022M11;2.979
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2022M10;2.868
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2022M09;2.622
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2022M08;1.898
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2022M07;2.116
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2022M06;2.647
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2022M05;2.780
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2022M04;2.359
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2022M03;2.861
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2022M02;2.493
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2022M01;2.367
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2021M12;2.570
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2021M11;2.717
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2021M10;2.603
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2021M09;2.409
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2021M08;1.581
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2021M07;2.031
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2021M06;2.400
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2021M05;2.404
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2021M04;2.111
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2021M03;2.345
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2021M02;2.054
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2021M01;2.035
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2020M12;2.136
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2020M11;2.091
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2020M10;2.242
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2020M09;1.984
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2020M08;1.301
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2020M07;1.711
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2020M06;1.541
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2020M05;708
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2020M04;285
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2020M03;1.383
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2020M02;3.180
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2020M01;3.219
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2019M12;3.305
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2019M11;3.302
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2019M10;3.483
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2019M09;3.023
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2019M08;2.230
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2019M07;2.630
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2019M06;3.020
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2019M05;3.328
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2019M04;2.814
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2019M03;3.136
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2019M02;3.023
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2019M01;3.045
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2018M12;2.905
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2018M11;3.366
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2018M10;3.422
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2018M09;3.034
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2018M08;2.259
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2018M07;2.631
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2018M06;3.130
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2018M05;3.356
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2018M04;3.021
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2018M03;3.132
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2018M02;2.994
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2018M01;3.242
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2017M12;3.106
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2017M11;3.290
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2017M10;3.321
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2017M09;3.023
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2017M08;2.208
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2017M07;2.490
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2017M06;3.117
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2017M05;3.379
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2017M04;2.735
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2017M03;3.549
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2017M02;3.197
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2017M01;3.222
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2016M12;3.274
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2016M11;3.287
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2016M10;3.171
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2016M09;3.090
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2016M08;2.149
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2016M07;2.523
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2016M06;3.153
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2016M05;3.380
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2016M04;3.244
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2016M03;3.071
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2016M02;3.226
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2016M01;3.190
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2015M12;3.310
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2015M11;3.325
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2015M10;3.357
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2015M09;3.104
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2015M08;2.097
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2015M07;2.642
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2015M06;3.143
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2015M05;3.279
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2015M04;2.940
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2015M03;3.265
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2015M02;3.046
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2015M01;3.203
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2014M12;3.259
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2014M11;3.175
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2014M10;3.389
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2014M09;3.046
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2014M08;2.104
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2014M07;2.557
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2014M06;2.979
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2014M05;3.226
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2014M04;2.804
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2014M03;3.253
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2014M02;3.079
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2014M01;3.280
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2013M12;3.218
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2013M11;3.196
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2013M10;3.277
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2013M09;2.909
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2013M08;2.081
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2013M07;2.411
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2013M06;2.783
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2013M05;3.101
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2013M04;2.944
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2013M03;2.908
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2013M02;2.881
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2013M01;3.227
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2012M12;3.045
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2012M11;3.016
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2012M10;3.124
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2012M09;3.062
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2012M08;2.076
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2012M07;2.504
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2012M06;2.897
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2012M05;2.887
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2012M04;2.620
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2012M03;3.015
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2012M02;3.203
Transporte urbano regular por autobús;48020 Bilbao;Viajeros transportados;2012M01;3.180
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2023M12;37.694
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2023M11;41.982
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2023M10;44.113
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2023M09;42.464
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2023M08;27.975
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2023M07;35.785
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2023M06;40.078
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2023M05;39.237
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2023M04;35.047
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2023M03;40.368
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2023M02;35.223
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2023M01;34.669
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2022M12;32.808
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2022M11;36.084
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2022M10;36.342
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2022M09;33.935
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2022M08;20.453
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2022M07;25.225
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2022M06;32.514
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2022M05;33.681
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2022M04;30.259
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2022M03;35.376
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2022M02;29.768
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2022M01;26.723
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2021M12;27.690
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2021M11;31.098
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2021M10;30.639
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2021M09;27.407
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2021M08;17.087
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2021M07;23.596
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2021M06;27.104
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2021M05;26.237
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2021M04;24.705
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2021M03;25.227
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2021M02;21.518
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2021M01;14.364
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2020M12;22.561
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2020M11;22.532
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2020M10;22.732
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2020M09;19.775
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2020M08;14.041
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2020M07;18.469
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2020M06;14.702
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2020M05;5.995
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2020M04;3.117
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2020M03;17.849
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2020M02;40.902
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2020M01;38.995
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2019M12;33.032
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2019M11;38.380
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2019M10;43.100
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2019M09;36.465
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2019M08;22.921
