geo_point_2d;geo_shape;nivel2;nivel3;id;m2_poligon;m2zv_enero;m2zv_febre;m2zv_marzo;m2zv_abril;m2zv_mayo;m2zv_junio;m2zv_julio;m2zv_agost;m2zv_octub;m2zv_novie;m2zv_dicie
39.45458266110703, -0.36712959720052;"{""coordinates"": [[[-0.367175851976922, 39.45472458692073], [-0.367158799294996, 39.45472052502826], [-0.367141888423264, 39.45471612311042], [-0.367125130904968, 39.45471138323052], [-0.367108535893337, 39.454706309199494], [-0.367092116024836, 39.45470090490716], [-0.367075882842685, 39.45469517241696], [-0.367059845466139, 39.454689116439894], [-0.367044015370541, 39.45468274083953], [-0.367028402802258, 39.454676051253394], [-0.367013019304473, 39.45466904974484], [-0.366997873928502, 39.45466174282513], [-0.36698297814965, 39.45465413435789], [-0.366968341053135, 39.45464622995432], [-0.366953971758096, 39.45463803432556], [-0.366939881637981, 39.45462955403545], [-0.366926078650821, 39.45462079376886], [-0.366912571847843, 39.45461176003708], [-0.366899371475276, 39.45460245847763], [-0.366886485423232, 39.454592895575566], [-0.366873922742916, 39.454583077842166], [-0.366861691358307, 39.45457301086237], [-0.36684980028665, 39.454562702047625], [-0.366838257384041, 39.45455215878304], [-0.366827069379419, 39.45454138752738], [-0.366816245289963, 39.45453039569203], [-0.367176250887014, 39.45438643970034], [-0.367422891797007, 39.45474460511722], [-0.367405089067418, 39.4547454892213], [-0.367387263812319, 39.45474601516291], [-0.367369426447895, 39.454746184078864], [-0.367351589746401, 39.454745996258474], [-0.367333765386896, 39.454745450164516], [-0.36731596378555, 39.45474454693384], [-0.367298200036809, 39.454743286908354], [-0.367280483395758, 39.45474167119864], [-0.367262826566789, 39.45473970189428], [-0.367245241195039, 39.45473737835822], [-0.367227739950946, 39.45473470358008], [-0.36721033325067, 39.45473167869685], [-0.367193032637498, 39.454728305771766], [-0.367175851976922, 39.45472458692073]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1138;1072.412;612.214;407.114;485.46;748.559;969.113;930.087;906.462;994.553;809.681;661.156;157.086
39.45482828889534, -0.36655486034338264;"{""coordinates"": [[[-0.366633682359299, 39.45503624134867], [-0.366624174518607, 39.45504594100736], [-0.366614462608543, 39.455055258572585], [-0.36660439753613, 39.45506435732891], [-0.366604020293673, 39.45506468480957], [-0.366594046800091, 39.455073173041406], [-0.366593822276925, 39.45507336434597], [-0.366593557428075, 39.45507357725883], [-0.366583299609011, 39.455081808602685], [-0.366583012020525, 39.45508203901788], [-0.366582742900526, 39.45508224192423], [-0.366572156539743, 39.45509024871067], [-0.366571764365178, 39.45509054071855], [-0.366560484189665, 39.45509857952971], [-0.366548662579444, 39.4551065231905], [-0.366295298338168, 39.454744088390164], [-0.366667342718326, 39.45459227817124], [-0.366674793117716, 39.45460278097743], [-0.366675003279835, 39.45460309384026], [-0.366681870759136, 39.45461349244951], [-0.366682084547626, 39.45461383242092], [-0.366688451667569, 39.45462421789111], [-0.366688610421884, 39.45462447643721], [-0.366688776048228, 39.45462476847159], [-0.366694689504328, 39.45463519681449], [-0.366694871461145, 39.45463551804705], [-0.366695021035898, 39.45463580431242], [-0.36670056900548, 39.45464643337831], [-0.366700755104986, 39.45464679884782], [-0.366706079449611, 39.45465793454671], [-0.366711057042537, 39.45466935967936], [-0.36671560011327, 39.454680905594365], [-0.366715702253194, 39.454681186280574], [-0.366719685526993, 39.454692507805085], [-0.366719803156344, 39.454692870822385], [-0.366723282896197, 39.45470404760781], [-0.366723371992712, 39.45470433520555], [-0.366723447529419, 39.45470461258635], [-0.36672649505396, 39.4547158489467], [-0.366726600502905, 39.45471625763287], [-0.36672926801041, 39.45472777186295], [-0.366729338502907, 39.454728090569965], [-0.366731609262838, 39.454739894903064], [-0.366733453607622, 39.45475188236315], [-0.366734831085161, 39.45476383131806], [-0.36673486341209, 39.45476420681669], [-0.36673574527297, 39.454775708516266], [-0.366735765586425, 39.4547759711327], [-0.366735778126228, 39.45477628582401], [-0.366736219688742, 39.45478775322394], [-0.366736230272314, 39.45478802733131], [-0.366736230541808, 39.454788297601525], [-0.366736235371506, 39.45479979024065], [-0.36673623113503, 39.454800210855744], [-0.366735791310326, 39.454811877199866], [-0.366735774422935, 39.45481223266495], [-0.36673486272479, 39.45482420903114], [-0.366733502388781, 39.45483612568403], [-0.366733458442244, 39.454836428284985], [-0.366731678342429, 39.45484807417192], [-0.366731615214897, 39.45484842318404], [-0.366729436216807, 39.45485979967861], [-0.3667293769385, 39.45486010823836], [-0.366729300624391, 39.45486043713236], [-0.366726710120824, 39.454871662865116], [-0.366726636536086, 39.45487198101036], [-0.366726559528632, 39.4548722666464], [-0.366723530639899, 39.454883468933275], [-0.366723445478131, 39.45488378591537], [-0.366723366209014, 39.45488403906846], [-0.366719833177039, 39.45489542091935], [-0.366715732992438, 39.45490711243509], [-0.366711220302767, 39.45491861803184], [-0.366711102860521, 39.45491889734644], [-0.366706337299878, 39.45492986659514], [-0.366706226579309, 39.45493012173822], [-0.366706073870333, 39.454930442595156], [-0.366700943673391, 39.45494118917238], [-0.366700768775154, 39.454941543759965], [-0.366695149050461, 39.454952328793915], [-0.366694998724155, 39.45495261727307], [-0.366694860476583, 39.454952862783685], [-0.366688890625313, 39.45496341015983], [-0.366688697997814, 39.45496374182369], [-0.36668210127973, 39.45497451823386], [-0.366675012832248, 39.4549852681872], [-0.36666756589253, 39.45499578659915], [-0.366667329686202, 39.45499610286151], [-0.366659793337184, 39.45500603367496], [-0.366659617214393, 39.45500626661592], [-0.3666593807971, 39.45500655764882], [-0.366651543079683, 39.45501622127898], [-0.366651334691004, 39.45501647781261], [-0.366651128176073, 39.455016715470194], [-0.366642875678608, 39.455026253488164], [-0.366642578212759, 39.455026591785334], [-0.366633682359299, 39.45503624134867]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1139;1244.752;199.896;;;647.451;1010.035;802.557;991.077;1010.035;739.247;757.606;
39.46019191372721, -0.353413141294794;"{""coordinates"": [[[-0.35339405329712, 39.46053725298112], [-0.353351371575447, 39.46053423779467], [-0.353287725513428, 39.46052361380795], [-0.353226757634118, 39.460505923937134], [-0.353169753113033, 39.460481541591534], [-0.353117942892484, 39.46045098308783], [-0.353072421271239, 39.46041490487165], [-0.353034167862778, 39.46037407608961], [-0.353003985438025, 39.460329362758806], [-0.352982520177773, 39.46028171471401], [-0.352970237664651, 39.46023215515079], [-0.352967395356877, 39.46018174035916], [-0.35297405157141, 39.46013153740614], [-0.352990069037875, 39.46008262241489], [-0.353015105985485, 39.46003603982228], [-0.353048623076596, 39.45999277280836], [-0.353089902704511, 39.45995375544791], [-0.353138078021196, 39.4599198121126], [-0.353192114051812, 39.45989166514957], [-0.35325086411277, 39.4598699181497], [-0.353313068307211, 39.45985503429296], [-0.353377408337023, 39.45984733129132], [-0.353442507944538, 39.459846969687696], [-0.35350698150868, 39.4598539584674], [-0.353569456207248, 39.45986815286009], [-0.353628601350991, 39.45988924689968], [-0.353683151059222, 39.45991678835428], [-0.353731951354661, 39.459950193310995], [-0.353773950736834, 39.45998874956424], [-0.353808265583827, 39.46003163882408], [-0.35383415549542, 39.4600779433611], [-0.353851069810437, 39.460126675893044], [-0.353858656215541, 39.46017679779755], [-0.353856742442896, 39.46022724211808], [-0.353845376265078, 39.460276931590926], [-0.353824801148377, 39.46032480781998], [-0.353795447308041, 39.4603698526944], [-0.353757944961806, 39.4604111067085], [-0.353713096976192, 39.4604476854562], [-0.353661850795772, 39.46047881502793], [-0.353605307869062, 39.46050382862239], [-0.353544666922383, 39.46052219138128], [-0.353481224574094, 39.46053351481795], [-0.353416332301264, 39.460537557639775], [-0.353406038941225, 39.46053752592879], [-0.35339405329712, 39.46053725298112]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1145;4613.281;4434.449;4242.45;4358.151;4505.223;4505.223;4039.915;4226.983;4394.209;4382.244;4358.01;3827.791
39.454825985767506, -0.34582908169067644;"{""coordinates"": [[[-0.343250764796583, 39.45434147249905], [-0.343614865444737, 39.45431707969398], [-0.343935527991681, 39.45432442911287], [-0.34412961193101, 39.45432887615596], [-0.344322700995609, 39.45435949044291], [-0.344548547443141, 39.45441704586713], [-0.346024265918559, 39.45469965473269], [-0.346435020877292, 39.454781084193264], [-0.346627615372212, 39.45482477852917], [-0.346778015595828, 39.4548675074975], [-0.346917991845322, 39.45496237533228], [-0.347941593327467, 39.455664193777245], [-0.3478342661402, 39.4556227771534], [-0.34776686475757, 39.45558458322327], [-0.34766524107043, 39.45557236791958], [-0.347533426150383, 39.45554610977963], [-0.347407019458213, 39.45549008561427], [-0.347184311910265, 39.45537537189987], [-0.346812593537717, 39.455177676208095], [-0.346394953965747, 39.45498276679715], [-0.345897171873036, 39.454799746105905], [-0.345449345934286, 39.454700247763554], [-0.344983564775559, 39.454607203114], [-0.344463916639831, 39.454533513560946], [-0.344368696749539, 39.454528609089344], [-0.3443518169095, 39.45452511265861], [-0.344125670420525, 39.4544822892445], [-0.343897494512174, 39.45444651341957], [-0.343667655260008, 39.454417843987244], [-0.343436521640968, 39.454396324505225], [-0.343204461708395, 39.454381992206756], [-0.343012415974663, 39.45437559026434], [-0.343250764796583, 39.45434147249905]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1156;6646.219;1327.064;567.881;3364.337;3984.176;3676.826;4174.918;4949.213;4621.205;3719.097;1667.187;242.937
39.45778934762545, -0.35093129388899136;"{""coordinates"": [[[-0.348281504062101, 39.455945783205905], [-0.348348251626109, 39.45590072444231], [-0.353232645350818, 39.45923587353531], [-0.353531018976246, 39.45936744624149], [-0.353486287927877, 39.45947605726399], [-0.353400127513131, 39.45954279252879], [-0.353302761503041, 39.45954595704228], [-0.353133349409166, 39.45943442048168], [-0.348320837820607, 39.45612098423718], [-0.34827553138964, 39.456033799600284], [-0.348281504062101, 39.455945783205905]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1157;12527.252;5668.708;5029.806;9979.823;10893.403;11011.304;9445.852;10295.363;9658.401;9843.485;7003.516;3260.371
39.46030355765268, -0.355572972332913;"{""coordinates"": [[[-0.357338088748522, 39.46101890959398], [-0.357254448528389, 39.460999164873726], [-0.357131801762068, 39.460996375853476], [-0.357039374461801, 39.461006168240665], [-0.356931161622975, 39.461027494044274], [-0.356809646416596, 39.46099499333156], [-0.356704809480888, 39.46092719345533], [-0.356405921927066, 39.460763089106834], [-0.356159508950249, 39.46062846263095], [-0.355831858343557, 39.460479167861244], [-0.355445673828006, 39.46034549656696], [-0.355112015155968, 39.46024275558034], [-0.354777681304711, 39.460157834757986], [-0.354427565972963, 39.46008444982476], [-0.354276747102256, 39.460015601046415], [-0.354210234958225, 39.45994867141614], [-0.354151392362942, 39.459881918157805], [-0.354062792194917, 39.459790699701024], [-0.353974411541058, 39.45969354038177], [-0.353933201457131, 39.459624554300355], [-0.353970626222281, 39.4595234981779], [-0.356920617440539, 39.46069568063115], [-0.357258007944555, 39.4608763056691], [-0.357381841110091, 39.46097300835574], [-0.357462981311657, 39.46106499161566], [-0.357529323123349, 39.461127840871264], [-0.357338088748522, 39.46101890959398]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1158;8776.232;4508.911;2873.472;5762.548;6412.474;6542.817;5584.788;4142.649;5365.382;3285.327;4904.629;955.55
39.45984566038676, -0.34636570635482916;"{""coordinates"": [[[-0.346308111677902, 39.46004178882685], [-0.345959216421476, 39.459965918975534], [-0.345997138231069, 39.45986102205749], [-0.345829435697518, 39.4598245714399], [-0.345897794417662, 39.45963118557185], [-0.346066888910414, 39.459667939037494], [-0.346097519853499, 39.459583600255584], [-0.346450171806919, 39.459660234712096], [-0.346769849547715, 39.459729706473155], [-0.346741005550633, 39.45980976382819], [-0.346906896037732, 39.45984816000138], [-0.346837288609462, 39.46004367648038], [-0.346669466868184, 39.460007219842716], [-0.34663154596496, 39.4601121170093], [-0.346308111677902, 39.46004178882685]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1161;3325.025;;;1200.0;1574.278;2257.838;2059.624;2199.366;1955.506;700.0;600.0;
39.45782195509734, -0.3488725979556414;"{""coordinates"": [[[-0.348527774588873, 39.45804991576189], [-0.348463655049505, 39.45786368655454], [-0.348381428096821, 39.45766504629453], [-0.34828056409311, 39.45746837797945], [-0.348161589629248, 39.45725929665676], [-0.348028252762045, 39.45702109183994], [-0.349820963081331, 39.45823066301259], [-0.349755108923535, 39.45833473602832], [-0.348527774588873, 39.45804991576189]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1162;6397.232;1500.0;800.0;3076.917;4830.644;5525.128;5307.23;5117.754;4762.702;3670.758;4469.327;
39.452639500632245, -0.34764485610343;"{""coordinates"": [[[-0.344166126220409, 39.451536370140715], [-0.342436525713475, 39.45119839051536], [-0.34243329174494, 39.45125401330632], [-0.341710946435761, 39.45125667001627], [-0.341654177086037, 39.45098289134606], [-0.341596450901096, 39.45075930475326], [-0.342452725442973, 39.450919762834566], [-0.344195499422342, 39.451263198002366], [-0.344778188756027, 39.45137420351028], [-0.344825309629397, 39.45138405546206], [-0.344932549424642, 39.45140502288424], [-0.345338371442748, 39.45148139032218], [-0.345385810570142, 39.45149008808572], [-0.345658409208924, 39.45154007600527], [-0.34580032894673, 39.451566519217096], [-0.345898018010424, 39.45158471995986], [-0.346062500448327, 39.45161536809122], [-0.346099382536098, 39.451622236249555], [-0.346216349282763, 39.45164402909041], [-0.346237030972174, 39.45164788501914], [-0.346251132151567, 39.451650669092864], [-0.346918532425044, 39.45178255887755], [-0.347567777473231, 39.45193400117612], [-0.348195501386468, 39.45210811581403], [-0.348821528896474, 39.45230288426048], [-0.349465885988596, 39.452506241046606], [-0.350273645963158, 39.452766352663474], [-0.351137881364394, 39.453051238073776], [-0.35109984460742, 39.45315044252516], [-0.351073045099422, 39.453255890316385], [-0.351075726169405, 39.453335494468845], [-0.351097749886827, 39.45344089469078], [-0.35112653321421, 39.45350594187977], [-0.351177073201529, 39.453594111376894], [-0.351235129322112, 39.45366711739957], [-0.351283779837131, 39.45371143948564], [-0.351366028396572, 39.45379727575951], [-0.35145261573678, 39.45385523858183], [-0.351520874955117, 39.45390008850346], [-0.351514308733907, 39.453904546864095], [-0.351237669668715, 39.45409267088542], [-0.349747841005501, 39.45509919611564], [-0.349638195953074, 39.45502992180432], [-0.349515105460592, 39.4549382097969], [-0.349378744525769, 39.4548362646312], [-0.349235150005125, 39.454755815932884], [-0.349488858867326, 39.454570877364105], [-0.350956936708007, 39.45357068099368], [-0.350897992728653, 39.45352697818332], [-0.350650499388917, 39.45336255242884], [-0.350502123567844, 39.4532768883285], [-0.35038547018453, 39.45321547818323], [-0.350104908021854, 39.453086868533546], [-0.349810960196444, 39.45297770473944], [-0.349613809852964, 39.45290994035311], [-0.349450446329432, 39.452857184551604], [-0.348964756946333, 39.45270025938316], [-0.348717401110855, 39.452616600922916], [-0.348468054810998, 39.4525364144586], [-0.348216957400626, 39.45245951625392], [-0.347964217778313, 39.452386097966595], [-0.347709961409628, 39.45231606785664], [-0.347454057302732, 39.45224950850759], [-0.347196626991674, 39.45218643169109], [-0.34693790299077, 39.452126833695594], [-0.346677884923748, 39.45207072351232], [-0.346191822045373, 39.45197593888285], [-0.345981038815834, 39.45193608159199], [-0.345479636408747, 39.45184121397429], [-0.344978112363464, 39.45174652610432], [-0.344907279888337, 39.451734018170214], [-0.344161099828803, 39.45159231869054], [-0.344166126220409, 39.451536370140715]]], ""type"": ""Polygon""}";Red viaria;Transito;1163;43696.784;212.398;49.776;565.636;406.355;361.344;142.307;80.372;44.13;9.223;335.259;
39.45396933160517, -0.3491986717460292;"{""coordinates"": [[[-0.348644249544423, 39.454466497479515], [-0.349613809852964, 39.45290994035311], [-0.349810960196444, 39.45297770473944], [-0.349016761187709, 39.45425760863717], [-0.349488858867326, 39.454570877364105], [-0.349235150005125, 39.454755815932884], [-0.348644249544423, 39.454466497479515]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1164;5169.564;277.628;74.516;82.877;204.912;97.304;33.784;13.515;74.516;74.516;627.076;
39.45525854385793, -0.3535027153219213;"{""coordinates"": [[[-0.351237669668715, 39.45409267088542], [-0.351514308733907, 39.453904546864095], [-0.351520874955117, 39.45390008850346], [-0.351562467900184, 39.4539207069951], [-0.35161534900429, 39.45394319977516], [-0.351668644626123, 39.45396211648146], [-0.351718615775567, 39.453976768327], [-0.351767776517509, 39.453988428787], [-0.351801325619247, 39.453995012903746], [-0.351851646158837, 39.454002902553285], [-0.351897103656112, 39.45400802829102], [-0.351939193169144, 39.454011262003576], [-0.352011946362809, 39.45401350969901], [-0.352070121040175, 39.45401009650725], [-0.352127582206199, 39.45400220768271], [-0.35217748710526, 39.4540036509462], [-0.352196603086402, 39.454004203567045], [-0.352267110394575, 39.454035349661545], [-0.352298661522296, 39.45406291461852], [-0.35236010618383, 39.45411579058508], [-0.352395339983765, 39.45414246646203], [-0.352446039853053, 39.45417744940433], [-0.352511513308077, 39.45422122810939], [-0.352595333674512, 39.454280703598165], [-0.352674192926571, 39.45433371933433], [-0.352719472877165, 39.45436300677049], [-0.352804615022462, 39.454418890686874], [-0.352938334466339, 39.45450629459924], [-0.353119523750558, 39.45462470664646], [-0.353455735179247, 39.454847853288925], [-0.354126413871486, 39.45529158153369], [-0.354513136800557, 39.45554677521962], [-0.354903533984352, 39.45580628539043], [-0.355074930424423, 39.45592078696477], [-0.355139956017426, 39.45597340965524], [-0.355178874714125, 39.45600931698094], [-0.355200675301154, 39.45602942972135], [-0.355325964132061, 39.456167619790584], [-0.355516025800969, 39.4564297445069], [-0.355530006278132, 39.45647055710679], [-0.355527863647756, 39.45649875539886], [-0.355507806481358, 39.456538018750436], [-0.355482564851766, 39.456555988980554], [-0.355445306434115, 39.45657642894271], [-0.355422275082175, 39.45658896760785], [-0.355331518420808, 39.456640261448825], [-0.355196028266482, 39.45672172564469], [-0.355177932620258, 39.456734962151934], [-0.351237669668715, 39.45409267088542]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1165;26234.28;;;;;;;1.223;1.223;;;
39.45868876202385, -0.3578835594065717;"{""coordinates"": [[[-0.357873075798144, 39.4584849549794], [-0.357898246694217, 39.458483756085165], [-0.35792096973384, 39.45848692935508], [-0.357942583716568, 39.4584891909434], [-0.357965238687349, 39.458494132883715], [-0.357993465671704, 39.45850274284205], [-0.358015953357219, 39.458512106986184], [-0.358038375265873, 39.45852324075809], [-0.358058479736413, 39.458535207408396], [-0.358079592929088, 39.45855073833958], [-0.358093925760639, 39.458564344908666], [-0.358107050282217, 39.45857969423514], [-0.358120007521759, 39.458599465774114], [-0.358129742464864, 39.458613852482756], [-0.358137060712319, 39.4586317265095], [-0.358143272221259, 39.45864868891319], [-0.358145959094965, 39.458668227886626], [-0.358147404182379, 39.45869039442217], [-0.358145460836005, 39.45871159836912], [-0.358142508767515, 39.45872923803222], [-0.358137341947141, 39.45874505712355], [-0.358129793085809, 39.45876347785642], [-0.358117645107623, 39.458782679605555], [-0.358104390344674, 39.458800970630094], [-0.358090126855724, 39.45881569736877], [-0.358075897993827, 39.458829539329116], [-0.358060628097547, 39.45884070183238], [-0.358040760273631, 39.45885264447336], [-0.358019752158544, 39.45886456208971], [-0.35799656163208, 39.458873773398516], [-0.357973436851196, 39.45888121597087], [-0.357952696437343, 39.45888605695341], [-0.3579308134818, 39.45889087105726], [-0.357909065513238, 39.458892147773064], [-0.357893022315425, 39.45889355327579], [-0.357877047193356, 39.458893190097626], [-0.357839455645776, 39.45889056525703], [-0.357808812998497, 39.458885441694434], [-0.357776088319952, 39.45887495920924], [-0.3577479281698, 39.45886457958946], [-0.357725540841617, 39.45885256098386], [-0.357699930081146, 39.45883515750776], [-0.357681066238363, 39.45882056321227], [-0.357666766883408, 39.45880607269137], [-0.357653709376247, 39.45878895371261], [-0.357641826728404, 39.4587709767814], [-0.357632259221608, 39.458752166922814], [-0.357624033960338, 39.45872807510039], [-0.357620272744584, 39.458706741463814], [-0.357618726264978, 39.45868722840819], [-0.357621879259918, 39.458664281748256], [-0.357627247019533, 39.458643154768836], [-0.357632581264133, 39.45862291349156], [-0.357643621412907, 39.45860280104278], [-0.357655667892418, 39.458586253727056], [-0.357670065293705, 39.458567988732845], [-0.357686642781501, 39.4585524290924], [-0.357701979587913, 39.45853949793282], [-0.357719532281906, 39.458528387376454], [-0.357737016857387, 39.45851904639593], [-0.357754467986622, 39.45851058931505], [-0.357774201888502, 39.45850218503095], [-0.357795010308842, 39.458495574497825], [-0.357822631325733, 39.458490005306324], [-0.357847903774409, 39.458486152941695], [-0.357873075798144, 39.4584849549794]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1166;1620.141;898.352;400.0;1158.771;1158.771;1158.771;919.074;1037.35;1053.58;1158.771;1191.767;757.433
39.45515867437239, -0.35707019227659115;"{""coordinates"": [[[-0.357015725405949, 39.45527359184323], [-0.357000680503626, 39.455268046231055], [-0.356988091775234, 39.45526208351187], [-0.356971933897373, 39.45525367391637], [-0.356957677429258, 39.45524341571387], [-0.35694643306194, 39.45523417193221], [-0.356937644867967, 39.455224511045365], [-0.35693009486356, 39.455214405354994], [-0.356922616390083, 39.45520240944526], [-0.356917683533497, 39.45518763275762], [-0.356913880410848, 39.45517524656891], [-0.35691317992071, 39.45516151295621], [-0.356914254532247, 39.45514923769579], [-0.356915347025491, 39.455136489880594], [-0.356918843165574, 39.45512474355216], [-0.356924114371228, 39.45511445647578], [-0.356930048826577, 39.455102764697436], [-0.356938995336245, 39.45509208824125], [-0.356949825362465, 39.45508003573406], [-0.356959919480084, 39.455071277220085], [-0.356970552799762, 39.455064422812974], [-0.356980557469881, 39.455058027970914], [-0.356990509654351, 39.45505305081861], [-0.357005338401855, 39.455048184563346], [-0.357018930124899, 39.45504376313656], [-0.357033706385684, 39.455040314568286], [-0.357049664828449, 39.455037839705334], [-0.357065552940857, 39.45503725418561], [-0.357079593265446, 39.455037100506736], [-0.357092970342708, 39.45503835152886], [-0.357110561966923, 39.45504111637203], [-0.357126287924359, 39.45504478561115], [-0.357145583065451, 39.4550509008177], [-0.357162942181001, 39.45505981066604], [-0.357179620208741, 39.45507059686997], [-0.357191456273683, 39.45508032704556], [-0.357200817136265, 39.455090946858455], [-0.357207811237988, 39.45509962100662], [-0.3572135862331, 39.45510826653197], [-0.357219846732887, 39.45512023562872], [-0.357223630900798, 39.455133093437574], [-0.357226161293749, 39.455146869560345], [-0.357226897571741, 39.45515965896367], [-0.357225787288558, 39.45517287843841], [-0.357222793453601, 39.455187474867934], [-0.357217380370506, 39.45520154332423], [-0.357210191048429, 39.45521415250569], [-0.35720373649209, 39.4552234667639], [-0.357194179270449, 39.45523412935335], [-0.357184730489637, 39.455241956639384], [-0.357174688887799, 39.45524929658182], [-0.357161527865075, 39.455258458335344], [-0.357147864550645, 39.45526477089689], [-0.357131726054881, 39.45527197219329], [-0.357131123730582, 39.4552723810087], [-0.357131116482309, 39.45527195833165], [-0.357116968790593, 39.45527494824405], [-0.357099144619955, 39.45527832751229], [-0.357079545407468, 39.45528024662761], [-0.357063694197397, 39.45527988616411], [-0.35704784182652, 39.45527952567206], [-0.357030860879412, 39.455276774706114], [-0.357015725405949, 39.45527359184323]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1171;574.76;59.097;99.673;546.822;574.76;574.76;574.76;574.76;574.76;393.085;441.842;
39.454800315438206, -0.356796108249719;"{""coordinates"": [[[-0.356649521635373, 39.45483145966768], [-0.356909549186124, 39.45471992225954], [-0.356944993765797, 39.45476684792087], [-0.356683575264492, 39.454881420362724], [-0.356649521635373, 39.45483145966768]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1174;158.307;;;;;1.444;;;;;;
39.45662215011946, -0.3568244815126971;"{""coordinates"": [[[-0.356595809108381, 39.456408326248415], [-0.356685892309083, 39.456365091562645], [-0.357054102339799, 39.45683705139343], [-0.356961482490337, 39.45687762783403], [-0.356595809108381, 39.456408326248415]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1180;558.016;;;;420.131;496.316;415.576;344.853;344.853;318.904;502.884;
39.45719062824621, -0.3575693086590689;"{""coordinates"": [[[-0.357335430356338, 39.45704603468247], [-0.357517854113666, 39.45696863052478], [-0.357802095942556, 39.457336437204056], [-0.357623739080025, 39.457413530669214], [-0.357335430356338, 39.45704603468247]]], ""type"": ""Polygon""}";Zonas verdes;Jardin;1181;845.436;;;;;;;;;;41.272;
39.45585742038805, -0.3585813995878299;"{""coordinates"": [[[-0.358396722782816, 39.45582398968605], [-0.358645725633488, 39.455715734680396], [-0.358767895528822, 39.45589416185625], [-0.358511484288856, 39.45599656599335], [-0.358396722782816, 39.45582398968605]]], ""type"": ""Polygon""}";Zonas verdes;Jardin;1185;543.287;;;;;97.086;;100.0;;;;
39.45632212010601, -0.35785475270401346;"{""coordinates"": [[[-0.358306116131055, 39.456285111744776], [-0.358098424417763, 39.45637697125721], [-0.358079211104427, 39.456370063490276], [-0.358057956581016, 39.4563644606375], [-0.358031656680844, 39.45636130248464], [-0.358009408452335, 39.45636015710438], [-0.357985413554915, 39.45636153141014], [-0.357960570059972, 39.45636352694467], [-0.357935581444132, 39.456369358720494], [-0.357915493088812, 39.45637658203907], [-0.357894531922082, 39.45638506656178], [-0.357876822273187, 39.45639490424755], [-0.357863236882483, 39.45640483569068], [-0.357848801762416, 39.45641538743845], [-0.357839316417764, 39.45642605261352], [-0.35782890994231, 39.45643925624347], [-0.357818503462829, 39.456452459872324], [-0.357812172824783, 39.4564670372111], [-0.357805040878451, 39.45648095490656], [-0.357800335997617, 39.456496208828966], [-0.357799236598453, 39.45650929612597], [-0.357584475932098, 39.456604279497434], [-0.357421514389251, 39.45636976911373], [-0.358130870153921, 39.45605749410037], [-0.358306116131055, 39.456285111744776]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1187;1926.528;316.944;100.0;694.102;1543.834;1839.923;1753.32;1271.931;1227.645;542.519;903.601;1.026
39.454056363392446, -0.36036788562136746;"{""coordinates"": [[[-0.360511335295529, 39.453777735913214], [-0.360532875253213, 39.45377626207946], [-0.36054869923235, 39.453785945550244], [-0.360759809342852, 39.4540735041902], [-0.360759251841733, 39.4540882587474], [-0.360751628097717, 39.45410100603761], [-0.360750665949515, 39.45410324990062], [-0.360233252437853, 39.45433473377742], [-0.360209392248243, 39.45433603773912], [-0.360188329326766, 39.45432632982], [-0.359977747722945, 39.454039129011], [-0.359978375062145, 39.45402253104457], [-0.359988588290831, 39.4540043040202], [-0.360511335295529, 39.453777735913214]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1197;2366.638;1.694;;;;;;296.489;99.564;34.869;1.694;
39.45821063644251, -0.3585179255508321;"{""coordinates"": [[[-0.358428370250888, 39.458256017923226], [-0.358537825111047, 39.45812540356652], [-0.358607882429579, 39.45821426124441], [-0.358449763618935, 39.4582825458758], [-0.358428370250888, 39.458256017923226]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1199;117.26;90.508;70.426;70.904;70.904;90.986;79.233;73.061;0.478;;20.56;
39.45766351608916, -0.3594276085760986;"{""coordinates"": [[[-0.359239039958107, 39.45746034648288], [-0.359343612391921, 39.45741600386106], [-0.35961599127899, 39.457794284142054], [-0.359408100046939, 39.45788402795565], [-0.359344006747123, 39.45779432249993], [-0.359447110797307, 39.457749946428045], [-0.359239039958107, 39.45746034648288]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;1201;610.802;204.192;;;248.709;429.897;459.502;370.558;438.551;219.808;278.429;
